1.3333333333333333,Network Speed (congested) [km/h],Network Speed (freeflow) [km/h],80 Minute Distance,Circuity [ ],Average Airline Speed [km/h],Airline Radius [km],Area covered in $A$1$ hrs [km2],Urbanized area density [people/km2],Area [km2],Population,Accessibility,"MinPA,P",.,Employment Density,Employment,Employment Accessibility,"Min EA, E",,,,,Accessibility Ratio
Columbus,64.04641174171243,74.901794999095,99869.05999879334,1.168776185431562,54.79784114360935,73.06378819147912,16770.817924916737,1034.7499169004755,1322.092399,1368035,17353602.454160597,1368035,.,567.5314377176145,750329,9517966.408628335,750329,,,,,0.5484720785652413
Dallas-Fort Worth,65.99143770414402,78.09733145840165,104129.77527786887,1.2096246171132026,54.55530316639399,72.74040422185865,16622.689511139775,1111.5370303722236,4607.936452,5121892,18476734.936011817,5121892,.,544.773137856633,2510280,9055594.724600155,2510280,,,,,0.4901079522957531
Denver,60.70561775485221,72.57646725599626,96768.62300799502,1.3292653370679421,45.66854792795172,60.89139723726896,11648.27866944114,1372.380626126141,1729.988718,2374203,15985871.973659404,2374203,.,600.0883064718345,1038146,6989995.820056927,1038146,,,,,0.43726084079583766
Detroit,62.14790113348605,71.57962292036937,95439.49722715917,1.1812733520638485,52.610939732878116,70.14791964383748,15458.931198627846,1078.2087468947925,3463.23475,3734090,16667954.836005343,3734090,.,433.40348210585495,1500978,6699954.611120147,1500978,,,,,0.4019662086345
Grand Rapids,67.78467421688788,73.48493042683263,97979.90723577683,1.2343026815133216,54.917383906012596,73.22317854135012,16844.06959513238,784.2973750588556,726.682274,569935,13210759.568771005,569935,.,438.1103150453344,318367,7379560.636968985,318367,,,,,0.5586022967531385
Virginia Beach,64.71536663352344,75.51148714210532,100681.98285614043,1.3331220930334835,48.54421584617607,64.72562112823476,13161.407208121858,1078.4020248075806,1334.999348,1439666,14193288.182555698,1439666,.,444.7919775313628,593797,5854088.339196054,593797,,,,,0.412454694352718
Hartford,63.83101673639741,74.74296813468234,99657.29084624311,1.2209157982173557,52.281260369958595,69.7083471599448,15265.795612033464,691.7059567557736,1337.06959,924859,10559441.759459699,924859,.,395.88290987905873,529323,6043467.588510774,529323,,,,,0.5723283224794266
Honolulu,54.71093280537417,67.86037611584707,90480.5014877961,1.4620608998697906,37.42041990880589,49.89389321174119,7820.682573419239,1820.7093992818395,440.739747,802459,14239190.270224093,802459,.,762.2049118252091,335934,5960962.671285961,335934,,,,,0.4186307337820375
Houston,66.693022833823,78.91617432556015,105221.56576741353,1.2376203077049825,53.88811287162632,71.85081716216843,16218.59750812304,1149.9995031423985,4299.420988,4944332,18651379.07600804,4944332,.,506.2465401910998,2176567,8210608.875239283,2176567,,,,,0.4402145729696145
Indianapolis,62.662263546111326,72.3337016692045,96444.93555893934,1.1835544609982929,52.94413194409117,70.59217592545488,15655.358247381178,813.7826434009975,1827.862774,1487483,12740058.817943463,1487483,.,406.4413426256472,742919,6362984.825351106,742919,,,,,0.4994470525041294
Inland Empire2,72.10742814017156,84.09990192548348,112133.2025673113,1.3360729352383633,53.969679527493135,71.95957270332417,16267.732572575957,1369.2709398652264,1411.456231,1932666,22274933.469127238,1932666,.,678.2541172543097,957326,11033656.595741685,957326,,,,,0.4953395982544319
Jacksonville,69.12706830003765,78.49714718776768,104662.86291702358,1.2841484821523987,53.83105556778898,71.77474075705197,16184.27084532178,775.485851329188,1373.615003,1065219,12550673.054626517,1065219,.,626.5511064747741,860640,10140272.805623788,860640,,,,,0.807946534937886
Kansas City,67.81228876979557,74.59272660637487,99456.96880849982,1.2277932150007076,55.231033973222026,73.64137863096269,17037.022354805413,865.4747964993128,1755.587807,1519417,14745113.455479458,1519417,.,528.9493332645366,928617,9011721.615387328,928617,,,,,0.6111666514195906
Las Vegas,62.45400827588758,72.98090363429576,97307.87151239434,1.3133868922800092,47.5518741986749,63.402498931566534,12628.815645538061,1746.9193703498715,1079.621093,1886011,22061522.67576796,1886011,.,677.9007975532394,731876,8561084.198263079,731876,,,,,0.38805500073965626
Los Angeles2,67.71265423726469,83.33378992309329,111111.71989745772,1.2425894448042694,54.49318318322805,72.6575775776374,16584.855854594018,2702.463769306689,4496.266014,12150996,44819972.066214256,12150996,.,1079.1963787042962,4852354,17898316.37961061,4852354,,,,,0.39933796373564767
Louisville,69.76239089959542,80.63340522748912,107511.20696998549,1.3108224413438658,53.22032084534229,70.96042779378972,15819.12008152407,787.6776339629688,1234.70054,972546,12460367.077190965,972546,.,417.10518730314965,515000,6598237.044575113,515000,,,,,0.5295379344524578
Memphis,66.0117975254536,76.86486532283301,102486.48709711069,1.2370359335006367,53.362877938920946,71.15050391856126,15903.980453004835,823.0143769923415,1288.022457,1060061,13089204.564228151,1060061,.,395.30832496967867,509166,6286975.873227852,509166,,,,,0.48031764209795474
Milwaukee,66.57502481511119,73.72364096292551,98298.18795056736,1.1639337982848545,57.19829161522295,76.26438882029726,18272.31026929274,974.0478763670035,1413.15025,1376476,17798105.01412358,1376476,.,521.7272544090765,737279,9533162.268508874,737279,,,,,0.5356279368474278
Minneapolis-St.Paul,72.35417413894163,80.92665935101023,107902.21246801363,1.2097168280185802,59.81083544770722,79.74778059694296,19979.613534422504,1001.6752173390063,2646.45661,2650890,20013083.72944201,2650890,.,594.1457698790686,1572381,11870802.865295717,1572381,,,,,0.5931521111777555
Nashville,66.5094342428732,79.19224446351299,105589.65928468399,1.2471312517026993,53.32993953288264,71.10658604384352,15884.352947464304,664.384827305228,1459.375591,969587,10553323.08985636,969587,.,447.40709932841406,652935,7106772.276933748,652935,,,,,0.6734155882865591
New Orleans,70.11391631549093,78.21449678598356,104285.99571464474,1.3695515239576628,51.19479996844454,68.25973329125938,14637.909129544136,1381.8089483990395,651.105206,899703,20226793.821056083,899703,.,685.1227664734722,446087,10028764.798220573,446087,,,,,0.49581584144990065
New York,60.63606006157278,75.64626217318956,100861.68289758607,1.2046254703094295,50.33602688642913,67.11470251523883,14150.937464468807,2053.640698283641,8935.98136,18351295,29060941.095899858,18351295,.,813.9335465220801,7273295,11517922.717067268,7273295,,,,,0.3963368797678856
Oklahoma City,62.746727907823015,70.34379555446684,93791.72740595578,1.2226100071300814,51.32194857059352,68.42926476079136,14710.709528508927,810.0396797726283,1063.53432,861505,11916258.435701523,861505,.,425.70699552037024,452754,6262451.955354418,452754,,,,,0.5255384472521925
Orlando,63.67703994300269,76.27854176282709,101704.72235043612,1.2938955646318264,49.213430885453086,65.61790784727077,13526.786371211927,975.7775860793671,1548.012602,1510516,13199134.952712456,1510516,.,552.8792200362203,855864,7478679.098512225,855864,,,,,0.5666037301160662
Philadelphia,57.5831982772522,70.0901022214275,93453.46962856999,1.153822612145486,49.90645673876905,66.54194231835874,13910.438474233164,1060.3784681288619,5131.721516,5441567,14750329.440308144,5441567,.,471.8866743742453,2421591,6564150.550693438,2421591,,,,,0.44501721654810095
Phoenix,65.52311377460158,75.05827255325492,100077.69673767322,1.2585556789471462,52.06214939128908,69.41619918838543,15138.105723110843,1222.0875996258867,2969.60218,3629114,18500091.286039427,3629114,.,489.41201949144585,1453359,7408770.8932226915,1453359,,,,,0.4004721262545073
Pittsburgh,59.80744482262588,71.24156349899795,94988.75133199726,1.238920592591702,48.27383222157483,64.36510962876643,13015.201592359743,739.5753515526226,2344.389921,1733853,9625722.29319771,1733853,.,439.74681462555225,1030938,5723393.441949612,1030938,,,,,0.5945936593240604
Portland,58.33103065050781,69.29589065244727,92394.52086992969,1.4293416108501145,40.80971980925881,54.41295974567841,9301.533872483255,1362.0759506608479,1358.145997,1849898,12669395.591966707,1849898,.,641.1637643695827,870794,5963806.472092546,870794,,,,,0.470725412968715
Providence,61.333480923569354,68.9471086871926,91929.47824959012,1.2391867314568445,49.49494645690962,65.99326194254616,13681.983535072768,843.6559568888318,1411.660749,1190956,11542886.911419058,1190956,.,418.3023438303448,590501,5723205.780969125,590501,,,,,0.495821004302426
Raleigh,70.88814311356755,80.32960797886341,107106.14397181787,1.188697239807107,59.63515413316747,79.51353884422329,19862.414376540222,659.394274407944,1341.975559,884891,13097162.315808654,884891,.,305.9794921346999,410617,6077491.46350274,410617,,,,,0.4640311631602085
Rochester,64.0446957598947,72.19612416499113,96261.49888665484,1.1972716138765835,53.492202619360285,71.32293682581371,15981.160304024694,857.4454035556953,840.370707,720572,13702972.446172712,720572,.,493.93082902876574,415085,7893587.757808519,415085,,,,,0.5760493052741432
Sacramento,69.85125988721772,81.45538801610311,108607.18402147082,1.396881747806089,50.00513464860181,66.6735128648024,13965.501891971531,1413.0147860308737,1219.827292,1723634,19733460.667697914,1723634,.,509.14420760475986,621068,7110454.39459062,621068,,,,,0.36032475571960176
Salt Lake City,64.533357950474,73.63082092404174,98174.42789872231,1.3909277673330938,46.395908879012126,61.861211838682834,12022.276706607883,1418.9468389746553,719.719,1021243,17058971.530119885,1021243,.,731.0589271646295,526157,8788992.711209074,526157,,,,,0.5152123441727385
San Antonio,70.32926978564988,78.44122099660329,104588.29466213772,1.2555532060267511,56.01456748154043,74.68608997538723,17523.841633341286,1136.9073371227814,1546.484874,1758210,19922984.127523374,1758210,.,464.39186834232174,718175,8137929.556642323,718175,,,,,0.40846940922870417
San Diego,74.20890235679654,85.35836948386564,113811.15931182085,1.3873822171543784,53.488434145425614,71.31791219390081,15978.908668768681,1558.6954968295993,1896.936256,2956746,24906252.98626119,2956746,.,580.5803945791629,1101324,9277041.099858128,1101324,,,,,0.3724783934771536
San Francisco1,72.54220040456146,85.18341725224566,113577.88966966087,1.3779719461955984,52.644177992767595,70.19223732369012,15478.470491678157,2419.4675820015173,1356.171095,3281212,37449657.57358239,3281212,.,1303.5176804148005,1767793,20176459.95168125,1767793,,,,,0.5387622012841596
San Jose1,67.91398003597122,78.19454265262493,104259.3902034999,1.369575739479599,49.587604451709005,66.116805935612,13733.258742090511,2247.211920874815,740.693828,1664496,30861542.757684063,1664496,.,1157.0664795656971,857032,15890293.345675502,857032,,,,,0.5148897924657074
Seattle,59.237163329958236,69.52987656850078,92706.50209133438,1.3911691748531416,42.58084811016,56.77446414687999,10126.420570249646,1169.1810890127867,2616.697301,3059393,11839619.430125965,3059393,.,548.6931940699853,1435764,5556298.047186281,1435764,,,,,0.46929701414627023
South Florida,59.3962086848502,72.01367449916108,96018.23266554812,1.2273165367301029,48.395183236997255,64.526910982663,13080.71920380255,1715.2084870415904,3207.994271,5502379,22436160.594970047,5502379,.,567.6160386135552,1820909,7424826.016678662,1820909,,,,,0.3309312208410217
St. Louis,55.946693712217225,67.15525630651524,89540.34174202032,1.293200263777403,43.26220406791323,57.68293875721764,10453.088540730214,899.0472029916936,2392.205874,2150706,9397820.015168022,2150706,.,488.93826936569087,1169641,5110915.020630966,1169641,,,,,0.5438404877282158
Tampa Bay,65.03700942892235,76.22383170739074,101631.77560985432,1.261409388199902,51.559002206043196,68.74533627472425,14846.919510367305,985.1457564595692,2478.587543,2441770,14626379.752135135,2441770,.,376.1138082989228,932231,5584131.438551825,932231,,,,,0.3817849346990093
Washington2,60.64773014173051,74.54500532214232,99393.34042952307,1.2644910226602037,47.96216742934353,63.949556572458036,12847.686997232393,1339.8831695910785,3423.26115,4586770,17214399.575765826,4586770,.,692.4774056457832,2370531,8896732.96039255,2370531,,,,,0.5168192431711204
