1.5,Network Speed (congested) [km/h],Network Speed (freeflow) [km/h],90 min Distance [m],Circuity [ ],Average Airline Speed [km/h],Airline Radius [km],Area covered in $A$1$ hrs [km2],Urbanized area density [people/km2],Area [km2],Population,Accessibility,"MinPA,P",.,Employment Density,Employment,Employment Accessibility,"Min EA, E"
Dallas-Fort Worth,56.96404,70.06577,85446.05999999998,1.200252247682951,47.460056925506514,71.19008538825977,15921.680342223055,1122.3258612680775,3644.217906,4090000,17869313.60292051,4090000,.,713.7561658202335,2601083,11364197.51448051,2601083
Denver,50.87279,67.15208,76309.185,1.3104707921217478,38.82023949395564,58.23035924093346,10652.433004768023,1567.4515055293143,1291.905997,2025000,16697172.150873795,2025000,.,836.3681277965303,1080509,8909355.4486758,1080509
Detroit,50.51411,65.16321,75771.165,1.1919255954887613,42.38025443130632,63.570381646959476,12695.783568615632,1233.4944074099687,3267.140877,4030000,15660178.029574757,4030000,.,597.8523955763907,1953268,7590204.620216234,1953268
Grand Rapids,56.83914564234036,63.091451662997805,85258.71846351055,1.2333929873842566,46.083564787313364,69.12534718097004,15011.514974218131,832.6530183104809,666.544152,555000,12499383.252695708,555000,.,796.5938916526567,530965,11958081.13291455,530965
Hampton Roads,54.51603,64.32891,81774.045,1.3216948690468169,41.24706184213002,61.870592763195035,12025.923212007525,1114.0347356616915,1364.40988,1520000,13397296.186576603,1520000,.,420.4264483924728,573634,5056016.184664923,573634
Hartford,68.56857,75.42543,102852.855,1.2189440766417452,56.252432998329176,84.37864949749377,22367.374687539523,715.700947685785,1215.591516,870000,16008351.261115074,870000,.,467.1972389777686,567921,10449975.697199695,567921
Honolulu,58.40320294694695,68.9157794773974,87604.80442042042,1.4625638767711695,39.93206989077348,59.898104836160215,11271.352599121192,1753.595502073632,399.179856,700000,19765393.220104862,700000,.,802.7985259857402,320461,9048625.252440033,320461
Houston,53.7673,68.82214,80650.95,1.2429210709119736,43.25882090046884,64.88823135070326,13227.621103138707,1082.0570893248787,3354.721332,3630000,14313041.18955461,3630000,.,557.6558571810459,1870780,7376460.384736908,1870780
Indianapolis,53.33619,65.07016,80004.285,1.1911732672424977,44.77618115412414,67.1642717311862,14171.848230236757,719.244812499162,1432.0576,1030000,10193028.323123217,1030000,.,568.0393023297387,813465,8050166.78142663,813465
Inland Empire2,57.81975,71.69648,86729.625,1.3180757902251596,43.866787045776,65.800180568664,13602.039869942524,1434.3253447427585,1136.422783,1630000,19509750.525660057,1630000,.,772.155410052176,877495,10502888.673321515,877495
Jacksonville,54.3979,63.64554,81596.85,1.296550152689823,41.95587797907093,62.93381696860639,12442.797067104539,837.0706791340551,1063.231603,890000,10415500.591288425,890000,.,467.6516373262844,497222,5818894.421350127,497222
Kansas City,63.34106,69.04175,95011.59,1.2336222029544657,51.34559012337912,77.01838518506868,18635.3987544408,941.4472355544217,1513.627048,1425000,17544244.640822604,1425000,.,588.9244653614303,891412,10974842.248256113,891412
Las Vegas,50.76474,64.47121,76147.11,1.3361795601528677,37.99245364462257,56.98868046693386,10202.980938792067,1755.5750317549087,740.498114,1300000,17912098.58561461,1300000,.,934.3372885349443,691875,9533025.5453247,691875
Los Angeles2,47.96656,70.9905,71949.84,1.2331588006074046,38.89730988123638,58.34596482185457,10694.771852067113,2881.990935894984,4319.930311,12450000,30822235.53912223,12450000,.,1226.6024260871461,5298837,13118233.100194043,5298837
Louisville,57.96375,68.97688,86945.62499999999,1.3000371072973886,44.586227327387014,66.87934099108053,14051.860924038729,848.5822084326122,1013.455139,860000,11924159.175508711,860000,.,509.17497987051996,516026,7154856.003140765,516026
Memphis,57.32139,64.77317,85982.08499999999,1.264721877219898,45.32331655873894,67.9849748381084,14520.305539833393,946.3821075160068,1035.522536,980000,13741757.358563876,980000,.,519.0287814267327,537466,7536456.490283563,537466
Milwaukee,57.25628,65.84471,85884.42,1.1739192330214512,48.77361098568333,73.160416478525,16815.206726632277,1109.84168212254,1261.441179,1400000,18662217.318723816,1400000,.,619.6594918675951,781664,10419702.455873523,781664
Minneapolis-St.Paul,55.30265,69.68134,82953.975,1.2057332857453171,45.86640399979916,68.79960599969874,14870.37001100477,1049.2157487922923,2316.01556,2430000,15602226.405914817,2430000,.,709.1480853436063,1642398,10545294.421655016,1642398
Nashville,60.80458,70.53332,91206.87000000001,1.2927428976800106,47.03532319467502,70.55298479201254,15637.980091475505,761.8615008051859,1115.688349,850000,11913974.982053146,850000,.,568.9509983401288,634772,8897244.385068046,634772
New Orleans,56.71207,65.21888,85068.105,1.3330135876488414,42.544255006453675,63.81638250968051,12794.232455194293,2137.0329710580395,512.392656,1095000,27341696.596131057,1095000,.,1056.4398097071867,541312,13516336.500314971,541312
New York,51.8687,66.91063,77803.05,1.2106142764802332,42.84494327194307,64.26741490791461,12975.722081598273,1980.8358108488483,8683.203275,17200000,25702774.97085202,17200000,.,908.0231972342027,7884550,11782256.650955308,7884550
Oklahoma City,59.51772,65.46949,89276.58,1.2328346506072771,48.27713105782872,72.41569658674308,16474.615900290803,970.1899612180936,834.888045,810000,15983506.961386122,810000,.,528.7128048407975,441416,8710340.38131755,441416
Orlando,45.74069,60.83512,68611.035,1.267179641229833,36.09645271416087,54.1446790712413,9210.038390183698,1047.9139885488814,1173.760455,1230000,9651328.064145718,1230000,.,697.0127478012538,818126,6419514.165696975,818126
Philadelphia,52.86588,66.61101,79298.81999999999,1.1650001894224682,45.378430389961984,68.06764558494298,14555.64082857991,1099.6163268490113,4660.716538,5125000,16005620.30285654,5125000,.,547.2707853403464,2550674,7965876.987388938,2550674
Phoenix,52.44265,67.12659,78663.97499999999,1.2935690740771228,40.54105115137698,60.81157672706547,11617.760002265639,1401.3597327768193,2069.418674,2900000,16280661.052240195,2900000,.,677.8860254935537,1402830,7875517.153073833,1402830
Pittsburgh,58.55113,64.40624,87826.695,1.2304769714182997,47.584092477985585,71.37613871697837,16005.01083778393,799.4758065881405,2207.696575,1765000,12795618.948989237,1765000,.,470.4636550881092,1038641,7529775.8984686285,1038641
Portland,53.08795,67.95258,79631.92499999999,1.411506387731338,37.61084644138685,56.41626966208027,9999.04690596643,1295.3047985550368,1227.510314,1590000,12951813.43827521,1590000,.,714.7467438713512,877359,7146786.217856415,877359
Providence,62.4824,71.22993,93723.6,1.2775150349767577,48.90932653574348,73.36398980361523,16908.915599301425,927.6286640084529,1304.401262,1210000,15685194.78721167,1210000,.,482.44740198664414,629305,8157662.401294412,629305
Raleigh,61.62895,70.25701,92443.425,1.1912350631549053,51.73533915025965,77.60300872538947,18919.383985942768,954.3449701689278,827.79291,790000,18055618.945679042,790000,.,742.4501860012307,614595,14046700.159391914,614595
Rochester,62.089397559255026,65.81476141281033,93134.09633888255,1.1828582702966295,52.49098655216288,78.73647982824431,19476.093972664108,869.9136924744846,764.443652,665000,16942520.822740287,665000,.,595.4448033012118,455184,11596938.944628896,455184
Sacramento,53.29741,67.68771,79946.11499999999,1.4368804320559494,37.092446115185666,55.6386691727785,9725.307449390595,1538.0035288978304,955.784543,1470000,14957557.176779093,1470000,.,612.258279636146,585187,5954400.00789648,585187
Salt Lake City,52.23418,63.7257,78351.27,1.4466148785585848,36.107868634702854,54.16180295205428,9215.864873651351,1539.5789483851775,597.565978,920000,14188551.550636044,920000,.,1022.958171156123,611285,9427444.27677234,611285
San Antonio,59.60624,71.52749,89409.35999999999,1.2640638332535699,47.15445409634076,70.73168114451113,15717.296052313306,1193.6639046698626,1055.573512,1260000,18761168.97665652,1260000,.,601.997864455697,635453,9461778.658510568,635453
San Diego,53.16983,70.71587,79754.745,1.385095428346623,38.38712402904137,57.580686043562054,10416.061671841655,1372.086028348845,2026.112024,2780000,14291732.690353848,2780000,.,533.9102612225552,1081762,5561242.208123223,1081762
San Francisco1,53.32521,72.52228,79987.815,1.3454145534970212,39.63478012141041,59.45217018211561,11104.14942413192,3692.1786197984,1107.747057,4090000,40998503.094826594,4090000,.,1849.2479732221034,2048499,20534325.816931337,2048499
San Jose1,50.66389,67.88962,75995.835,1.4122178067631415,35.87540799823479,53.81311199735219,9097.58429924328,2486.329968574823,673.683711,1675000,22619596.48484435,1675000,.,1548.2013042170763,1042998,14084891.877313243,1042998
Seattle,58.18665,73.89704,87279.975,1.3781595015589834,42.22054844463131,63.33082266694697,12600.278136999083,1109.3651265048711,2469.881137,2740000,13978309.14944855,2740000,.,599.9134848245129,1481715,7559076.766925241,1481715
South Florida,59.82909,81.36757,89743.635,1.236400194205375,48.38974490654436,72.58461735981653,16551.564704556353,1717.595801458869,2890.668454,4965000,28428898.044120796,4965000,.,514.0451157391708,1485934,8508250.994218044,1485934
St. Louis,56.50248,66.67293,84753.72,1.3127942834324253,43.03985834876497,64.55978752314746,13094.05188448147,957.1610570629796,2146.974101,2055000,12533116.542987784,2055000,.,568.5308450770176,1220621,7444372.383366565,1220621
Tampa Bay,47.58084,59.95186,71371.26000000001,1.2345635362029965,38.540616667116915,57.81092500067537,10499.526387640995,962.522066540267,2077.87444,2000000,10106025.836326275,2000000,.,501.91290672982143,1042912,5269847.808507354,1042912
Washington2,49.55658,67.39695,74334.87,1.2582503448808215,39.3853100868364,59.0779651302546,10964.805415802728,1345.122642374673,2996.00934,4030000,14749008.03402869,4030000,.,760.5570415211055,2278636,8339359.967897518,2278636
,,,,,,,,,,,,,,,,,
