1.3333333333333333,Network Speed (congested) [km/h],Network Speed (freeflow) [km/h],80 min Distance [m],Circuity [ ],Average Airline Speed [km/h],Airline Radius [km],Area covered in $A$1$ hrs [km2],Urbanized area density [people/km2],Area [km2],Population,Accessibility,"MinPA,P",.,Employment Density,Employment,Employment Accessibility,"Min EA, E"
Columbus,60.79675,71.13219,81062.33333333333,1.178899688874309,51.57075752395247,68.76101003193662,14853.690399933474,1106.7339674828359,1030.05784,1140000,16439083.708080083,1140000,.,750.9364716839591,773508,11154177.860411938,773508
Dallas-Fort Worth,56.96404,70.06577,75952.05333333333,1.2091550470584023,47.11061673900339,62.814155652004516,12395.524994772135,1122.3258612680775,3644.217906,4090000,13911818.265627617,4090000,.,713.7561658202335,2601083,8847382.39359743,2601083
Denver,50.87279,67.15208,67830.38666666667,1.3134913106716788,38.73096805945769,51.64129074594358,8378.07126218903,1567.4515055293143,1291.905997,2025000,13132220.41335008,2025000,.,836.3681277965303,1080509,7007151.776102954,1080509
Detroit,50.51411,65.16321,67352.14666666667,1.1948231585674078,42.27747816720123,56.36997088960164,9982.641934846535,1233.4944074099687,3267.140877,4030000,12313532.99780943,4030000,.,597.8523955763907,1953268,5968146.394929336,1953268
Grand Rapids,56.83914564234036,63.091451662997805,75785.52752312047,1.2341094254813656,46.056811874822365,61.40908249976315,11847.182815067563,832.6530183104809,666.544152,555000,9864592.529442066,555000,.,796.5938916526567,530965,9437393.463775147,530965
Hampton Roads,54.51603,64.32891,72688.04000000001,1.3145741534748603,41.470486739676005,55.293982319568,9605.182287650832,1114.0347356616915,1364.40988,1520000,10700506.710805455,1520000,.,420.4264483924728,573634,4038272.6753593264,573634
Hartford,68.56857,75.42543,91424.76,1.219127930649105,56.24394969237705,74.9919329231694,17667.657360494257,715.700947685785,1215.591516,870000,12644759.116293473,870000,.,467.1972389777686,567921,8254280.738028168,567921
Honolulu,58.40320294694695,68.9157794773974,77870.93726259594,1.4620608998697906,39.945807286241134,53.261076381654846,8911.888635763418,1753.595502073632,399.179856,700000,15627847.826655846,700000,.,802.7985259857402,320461,7154451.060539941,320461
Houston,53.7673,68.82214,71689.73333333332,1.2496789685528904,43.024889874126416,57.36651983216855,10338.722548361024,1082.0570893248787,3354.721332,3630000,11187088.028017022,3630000,.,557.6558571810459,1870780,5765449.184863274,1870780
Indianapolis,53.33619,65.07016,71114.92,1.1955482791344592,44.61232635340648,59.483101804541974,11115.706906591464,719.244812499162,1432.0576,1030000,7994914.529827017,1030000,.,568.0393023297387,813465,6314158.396122073,813465
Inland Empire2,57.81975,71.69648,77092.99999999999,1.3211799054302493,43.763721929429956,58.35162923923994,10696.84851983435,1434.3253447427585,1136.422783,1630000,15342760.94087247,1630000,.,772.155410052176,877495,8259629.4550987035,877495
Jacksonville,54.3979,63.64554,72530.53333333333,1.3007096204396755,41.82170958465888,55.76227944621184,9768.568128110377,837.0706791340551,1063.231603,890000,8176981.957164639,890000,.,467.6516373262844,497222,4568286.879444175,497222
Kansas City,63.34106,69.04175,84454.74666666666,1.236981758474198,51.206139109222136,68.27485214562951,14644.394151226794,941.4472355544217,1513.627048,1425000,13786924.390041808,1425000,.,588.9244653614303,891412,8624441.996053297,891412
Las Vegas,50.76474,64.47121,67686.31999999999,1.336431776833969,37.98528355877813,50.647044745037505,8058.572016593731,1755.5750317549087,740.498114,1300000,14147427.823930757,1300000,.,934.3372885349443,691875,7529424.327447765,691875
Los Angeles2,47.96656,70.9905,63955.41333333333,1.2302944348754707,38.98787041563358,51.98382722084477,8489.583295463011,2881.990935894984,4319.930311,12450000,24466902.107049868,12450000,.,1226.6024260871461,5298837,10413343.466683839,5298837
Louisville,57.96375,68.97688,77285,1.2954053626339028,44.74564616757824,59.66086155677099,11182.242701821087,848.5822084326122,1013.455139,860000,9489052.2071408,860000,.,509.17497987051996,516026,5693718.202607021,516026
Memphis,57.32139,64.77317,76428.51999999999,1.2654725937451707,45.29642939983168,60.395239199775574,11459.225981727785,946.3821075160068,1035.522536,980000,10844806.435089724,980000,.,519.0287814267327,537466,5947668.097389727,537466
Milwaukee,57.25628,65.84471,76341.70666666665,1.1738743598449186,48.775475432962146,65.03396724394952,13287.10504783082,1109.84168212254,1261.441179,1400000,14746583.016823452,1400000,.,619.6594918675951,781664,8233480.762330204,781664
Minneapolis-St.Paul,55.30265,69.68134,73736.86666666665,1.2115563910021403,45.64595623506748,60.86127498008997,11636.75698738241,1049.2157487922923,2316.01556,2430000,12209468.696030375,2430000,.,709.1480853436063,1642398,8252183.937211069,1642398
Nashville,60.80458,70.53332,81072.77333333333,1.3016525744538432,46.713371289195834,62.28449505226111,12187.363611054212,761.8615008051859,1115.688349,850000,9285083.131576272,850000,.,568.9509983401288,634772,6934012.693643451,634772
New Orleans,56.71207,65.21888,75616.09333333332,1.3214772641258683,42.91566078324771,57.22088104433028,10286.29448724967,2137.0329710580395,512.392656,1095000,21982150.469265096,1095000,.,1056.4398097071867,541312,10866850.990702124,541312
New York,51.8687,66.91063,69158.26666666666,1.2130954343370983,42.75731202330663,57.00974936440884,10210.526482724808,1980.8358108488483,8683.203275,17200000,20225376.504601836,17200000,.,908.0231972342027,7884550,9271394.902288279,7884550
Oklahoma City,59.51772,65.46949,79356.95999999999,1.2377226598834135,48.08647520891815,64.11530027855753,12914.37026695444,970.1899612180936,834.888045,810000,12529392.388452629,810000,.,528.7128048407975,441416,6827992.92659408,441416
Orlando,45.74069,60.83512,60987.58666666666,1.269704470060712,36.024674306937634,48.032899075916845,7248.15500171135,1047.9139885488814,1173.760455,1230000,7595443.017463866,1230000,.,697.0127478012538,818126,5052056.434232229,818126
Philadelphia,52.86588,66.61101,70487.84,1.1694593523593295,45.20540187510199,60.273869166802655,11413.215429442242,1099.6163268490113,4660.716538,5125000,12550158.02805974,5125000,.,547.2707853403464,2550674,6246119.371329415,2550674
Phoenix,52.44265,67.12659,69923.53333333333,1.296621619146301,40.44560820644683,53.927477608595765,9136.294433363693,1401.3597327768193,2069.418674,2900000,12803235.125708887,2900000,.,677.8860254935537,1402830,6193366.321171793,1402830
Pittsburgh,58.55113,64.40624,78068.17333333334,1.2358291642611903,47.378012829955615,63.17068377327415,12536.636345874866,799.4758065881405,2207.696575,1765000,10022737.454520507,1765000,.,470.4636550881092,1038641,5898031.757790727,1038641
Portland,53.08795,67.95258,70783.93333333332,1.4127784794158622,37.57698094463481,50.10264125951308,7886.260434054006,1295.3047985550368,1227.510314,1590000,10215110.98288488,1590000,.,714.7467438713512,877359,5636678.96656157,877359
Providence,62.4824,71.22993,83309.86666666667,1.2543582471342962,49.81224474168136,66.41632632224182,13857.968582212194,927.6286640084529,1304.401262,1210000,12855048.881788611,1210000,.,482.44740198664414,629305,6685740.939300811,629305
Raleigh,61.62895,70.25701,82171.93333333333,1.1937612048010895,51.62586097800768,68.83448130401024,14885.449752120889,954.3449701689278,827.79291,790000,14205854.099638883,790000,.,742.4501860012307,614595,11051704.937174127,614595
Rochester,62.089397559255026,65.81476141281033,82785.86341234004,1.1840092169585228,52.43996133640748,69.9199484485433,15358.615623468828,869.9136924744846,764.443652,665000,13360670.028308077,665000,.,595.4448033012118,455184,9145207.858895315,455184
Sacramento,53.29741,67.68771,71063.21333333332,1.4448832015359987,36.88700231502561,49.18266975336748,7599.308438293764,1538.0035288978304,955.784543,1470000,11687763.19527887,1470000,.,612.258279636146,585187,4652739.510854187,585187
Salt Lake City,52.23418,63.7257,69645.57333333333,1.4425243734765654,36.21025818379253,48.28034424505671,7323.026213126403,1539.5789483851775,597.565978,920000,11274376.996202236,920000,.,1022.958171156123,611285,7491149.502308133,611285
San Antonio,59.60624,71.52749,79474.98666666666,1.2726925163670118,46.834753275795244,62.44633770106032,12250.782214232857,1193.6639046698626,1055.573512,1260000,14623316.533101298,1260000,.,601.997864455697,635453,7374944.7308800155,635453
San Diego,53.16983,70.71587,70893.10666666666,1.3854243472002545,38.378010396200025,51.1706805282667,8226.067299128932,1372.086028348845,2026.112024,2780000,11286872.009392127,2780000,.,533.9102612225552,1081762,4391981.740512247,1081762
San Francisco1,53.32521,72.52228,71100.28,1.347335756305872,39.57826380723923,52.77101840965231,8748.645596209799,3692.1786197984,1107.747057,4090000,32301562.22251925,4090000,.,1849.2479732221034,2048499,16178415.13722945,2048499
San Jose1,50.66389,67.88962,67551.85333333333,1.4174729145652822,35.74240430233396,47.65653906977861,7135.014696961016,2486.329968574823,673.683711,1675000,17740000.867275983,1675000,.,1548.2013042170763,1042998,11046439.059443053,1042998
Seattle,58.18665,73.89704,77582.2,1.380083662031049,42.16168309272465,56.2155774569662,9928.033297072925,1109.3651265048711,2469.881137,2740000,11013813.914551878,2740000,.,599.9134848245129,1481715,5955961.052700818,1481715
South Florida,59.82909,81.36757,79772.12,1.2311570010379047,48.59582486194869,64.79443314926492,13189.406767939563,1717.595801458869,2890.668454,4965000,22654069.688346185,4965000,.,514.0451157391708,1485934,6779950.1285564955,1485934
St. Louis,56.50248,66.67293,75336.63999999998,1.3102948697881154,43.121957738517956,57.49594365135727,10385.425272186822,957.1610570629796,2146.974101,2055000,9940524.631574921,2055000,.,568.5308450770176,1220621,5904434.606480589,1220621
Tampa Bay,47.58084,59.95186,63441.119999999995,1.2390870041430293,38.399918521385516,51.19989136184735,8235.461697068906,962.522066540267,2077.87444,2000000,7926813.611575978,2000000,.,501.91290672982143,1042912,4133484.5186379626,1042912
Washington2,49.55658,67.39695,66075.43999999999,1.2611691566316285,39.294157916418854,52.392210555225134,8623.495046830327,1345.122642374673,2996.00934,4030000,11599658.443897314,4030000,.,760.5570415211055,2278636,6558659.88038918,2278636
,,,,,,,,,,,,,,,,,
