,Time Threshold Circuities,,,,,,,,,ln(Time Threshold Circuities),,,,,,,,,ln(C)-ln(t),,,,C-ln(t),,,ln(C)-t,C-t,
Las Vegas,1.3370217985664918,1.3363866242621312,1.3357992608385252,1.3380426267568104,1.3387178028445357,1.3388863814804914,1.3374697435173433,1.336431776833969,1.3361795601528677,0.2904446020755211,0.28996942266717596,0.28952980996183203,0.291207819761202,0.2917122923277998,0.2918382098455311,0.29077957786287467,0.29000320915399724,0.28981446739543354,0.00018462049999403555,0.2899011101734256,1.336295335477331,0.02469985431248599,0.0002470122086441026,1.3362949408786586,0.024720283894753933,0.00147417376401548,0.0014762736303838855,
Los Angeles,1.3204750649321098,1.2842805673772817,1.2561116913129733,1.243520166690338,1.2352861702677442,1.2308234563011322,1.2292552252506423,1.2302944348754707,1.2331588006074046,0.27799156952648624,0.2501986918162888,0.22802099029690295,0.21794620181404542,0.2113026600537328,0.20768342205237847,0.20640847806405996,0.20725351868553388,0.20957900794713344,-0.033047611353444015,0.3471454216428492,1.4150224853035736,0.9263207969894818,-0.04196477561142217,1.4077865106684624,0.9239458783668211,0.7101418756079562,0.7049614661101727,
Louisville,1.4104777673151672,1.3638472371305759,1.3315074307179493,1.3133710009486699,1.3023257892532003,1.296112586143717,1.2944463386591094,1.2954053626339028,1.3000371072973886,0.34392848906356266,0.3103095569106426,0.28631170696821867,0.272597115155826,0.26415173464671005,0.25936946618140017,0.2580830660162208,0.258823667509464,0.262392808135031,-0.039728811497144204,0.42754219148927175,1.5334838782721214,0.9313504452408629,-0.05346903568486026,1.5222316701117902,0.9287262825227233,0.7195522851430277,0.713398063936895,
Memphis,1.3956795616705349,1.3532646739122924,1.3251931697179655,1.3040973992371134,1.2855937423383883,1.2742871207174382,1.2681540262370201,1.2654725937451707,1.264721877219898,0.33338143764114264,0.30251995009619537,0.2815582372784689,0.2655111533816009,0.2512206679265101,0.24238690123802112,0.2375623204336902,0.23544564430482373,0.23485223810153252,-0.04785999011481828,0.44321657612814447,1.5577096605391128,0.9880618846720807,-0.06333576941324952,1.539977971631197,0.9873372638998368,0.866948793512675,0.8592913512597936,
Milwaukee,1.2891527648949177,1.2361322131572663,1.2090232904836757,1.194758035210173,1.185645778102152,1.1797064153855987,1.1757944886828606,1.1738743598449186,1.1739192330214512,0.25398523120547767,0.21198732188860914,0.18981283570159005,0.17794368388575849,0.17028758657384557,0.16526560700091011,0.1619440796837076,0.16030969680752746,0.1603479226351082,-0.04265657161525779,0.3424388343742816,1.4083782066933785,0.9537461168991339,-0.052219050142759654,1.3965172341939545,0.9489097848454494,0.7548217927982166,0.745186485631594,
Minneapolis-St.Paul,1.3631972364714742,1.2987721802626533,1.2663204916847495,1.2497082381994984,1.236196286175002,1.2276081587009786,1.2190258818005368,1.2115563910021403,1.2057332857453171,0.30983284985455817,0.2614193414472819,0.2361154446737068,0.22291011462958557,0.21203915401186246,0.20506768979950396,0.1980520822676165,0.19190580662300388,0.18708791774796724,-0.05454899285947361,0.4281322752243141,1.5343890291977946,0.9871906931448021,-0.06970282187721505,1.5127679731040173,0.982800183846835,0.8411906681479496,0.8280106529120476,
Nashville,1.4676806157574025,1.4231432529786021,1.38010753825862,1.3573621949948915,1.3398349765569897,1.325266197217636,1.3121928723308884,1.3016525744538432,1.2927428976800106,0.3836833423238457,0.35286798373770056,0.3221614224073813,0.30554325385715947,0.2925464545558696,0.28161334282024786,0.27169968606728523,0.2636346682810757,0.25676623831662704,-0.05928302593476194,0.5242205965495411,1.689141812237734,0.9960923552743591,-0.081596622595617,1.659501945233472,0.9968694061625075,0.9249588207366048,0.9153861550991782,
New Orleans,1.3950623483411841,1.3650398146680178,1.3350927949246025,1.3143268546747766,1.3043409575027876,1.300670721534314,1.3071078254450557,1.3214772641258683,1.3330135876488414,0.3329391084259616,0.3111835964664959,0.2890007987433713,0.27332463697970794,0.26569789980461117,0.2628800710581764,0.26781692966701637,0.2787502503178143,0.28744223442957273,-0.026855516183410963,0.3854854680020592,1.4703279453763494,0.6883392124600636,-0.03625825884102188,1.4657437422248507,0.6928846428637296,0.42389407722859557,0.42694647830304566,
New York,1.3553383712449574,1.2991986539036269,1.2662626287716936,1.2498430790883075,1.236943586954892,1.2267129939635493,1.2183813470006961,1.2130954343370983,1.2106142764802332,0.3040511436326794,0.2617476543283934,0.23606974989465015,0.223018006704461,0.21264348764519492,0.20433822961769238,0.1975232130600029,0.19317530315489373,0.1911278973021914,-0.05176393811983259,0.4176761712516004,1.5184288838535864,0.988345155855,-0.06604317372817081,1.498943770437185,0.9848502309142048,0.8426348709656472,0.8311976011975657,
Oklahoma City,1.3557576382913992,1.3177275680450702,1.2967907813321766,1.2786718249910956,1.2646048380286166,1.2533188324747175,1.2445778552587923,1.2377226598834135,1.2328346506072771,0.3043604407201373,0.2759087136866942,0.2598925826325817,0.2458219024881375,0.23475969237332792,0.22579509883276044,0.21879640033744377,0.21327312645427082,0.2093161118702321,-0.04422814700431684,0.4078529805505039,1.5035860885205161,0.9983358389349476,-0.05708538733026853,1.488422176244277,0.9989259770942176,0.9234350080527377,0.9161443015968078,
Orlando,1.372930149175,1.3367322675178506,1.3124498405407798,1.2956393515451121,1.2845455265090662,1.2777769397089942,1.2721723423067837,1.269704470060712,1.267179641229833,0.3169472508922603,0.29022802938961434,0.2718954980225295,0.2590042810747683,0.25040497992069155,0.24512180215285231,0.2407259449749858,0.23878417265188506,0.23679367600028592,-0.03773217859308469,0.40165338260753325,1.4942932948553267,0.9883372926910954,-0.04962876735733366,1.4836599539397566,0.9867054489496523,0.849245137209819,0.8421397651998869,
Philadelphia,1.317034391104741,1.2522964899975129,1.2192698044836818,1.2017508186336832,1.1904623684865012,1.1821917542948417,1.1752189030826308,1.1694593523593295,1.1650001894224682,0.2753825356356449,0.2249790577391664,0.1982521586450065,0.1837795089930184,0.17434177660603672,0.16737013450209684,0.16145443074019594,0.15654155001168177,0.15272124961204397,-0.05472798970769311,0.3921759293876272,1.4801980988418115,0.9778975837306884,-0.06751665040803585,1.4595762308053266,0.9725238620420064,0.8121991810895003,0.7989057107696034,
Phoenix,1.3654756153734526,1.3537969670023915,1.3350077872231905,1.3223138537990862,1.3124725655296565,1.3048098988433554,1.3000415167328212,1.296621619146301,1.2935690740771228,0.3115028041181653,0.3029132127311603,0.2889371249611856,0.2793831215726338,0.2719128128115874,0.2660573587791481,0.26239619990587354,0.25976212734048515,0.2574051221281982,-0.026837513077384214,0.37777777940718876,1.4590386784079596,0.9791980818186946,-0.03565873978175953,1.4532857196087199,0.9800155856943747,0.9304546851143809,0.9272713130484226,
Pittsburgh,1.4225893665687803,1.3407201231248913,1.303232635642618,1.2817842722978614,1.265425431669183,1.2524970796019175,1.2428095550962583,1.2358291642611903,1.2304769714182997,0.3524787086434689,0.2932068749293798,0.264847820689049,0.24825307000012162,0.23540837525998706,0.2251392223190088,0.2173745868691716,0.21174213286554217,0.20740187585735154,-0.06503333337175687,0.4929001374931792,1.6370570326070215,0.9854678438222705,-0.08563926764193076,1.6051587821087396,0.9798888437140221,0.8339863954618812,0.8183173936028397,
Portland,1.497231860923961,1.497870250379743,1.4641031792120254,1.4488770189259779,1.434156609434249,1.422577837242274,1.416923050931576,1.4127784794158622,1.411506387731338,0.40361797716098763,0.4040442661098953,0.38124289065953265,0.3707887866696648,0.3605769478141707,0.3524706041450823,0.3484876550220022,0.34555831817500016,0.3446574941927278,-0.03177509022341274,0.4863008672051062,1.6262892197042254,0.9334792804346165,-0.04622386691953827,1.6172982362387116,0.9335903193725784,0.9127489514119829,0.9092194652552779,
Providence,1.3248231024651607,1.2799992729673748,1.255717728071193,1.2418056503342398,1.2289095956943288,1.2268427061874936,1.2357077469651359,1.2543582471342962,1.2775150349767577,0.2812789429517925,0.24685950993712605,0.22770730399163844,0.21656649005445747,0.20612726863851918,0.20444396369502119,0.2116438804011743,0.2266240849311349,0.2449168120885088,-0.023722610640640063,0.31794122134892777,1.3742954796190008,0.47613119869842174,-0.03036220776459212,1.3715083259349914,0.48152988389586626,0.2136334807473918,0.21693276411117202,
Raleigh,1.3721700809670998,1.303041771028012,1.2616296466943198,1.2359949913684607,1.2183864320048754,1.2062063895874686,1.1984192034035577,1.1937612048010895,1.1912350631549053,0.31639348734003914,0.264701355209851,0.23240425567270553,0.21187630673639907,0.1975273866248564,0.18748021930762693,0.18100335785433241,0.17710899898956062,0.1749906371080037,-0.06599077140039429,0.4617591971226942,1.5868631360049188,0.9843116664580658,-0.08391253735708513,1.5548911587082954,0.9801211917048019,0.8311714503869413,0.817700670504452,
"Rochester, NY",1.2868299509717198,1.2447690700796408,1.2237660442513634,1.209979039455994,1.2005095924358498,1.192447509904477,1.1879150051013052,1.1840092169585228,1.1828582702966295,0.2521817916571845,0.21895002683223103,0.20193302550298217,0.19060303669496756,0.18274612701446982,0.17600792595999748,0.17219967385350055,0.1689063210248611,0.16793377249072522,-0.03871883222996876,0.33661268496299657,1.4001966414871592,0.9858829148641135,-0.04760490125266465,1.3898936062554423,0.9831356097911449,0.8340219453009868,0.8254932447544832,
Sacramento,1.4784314673911618,1.4715655044194689,1.460694660423109,1.4598012095586894,1.460936226319686,1.4590868581547622,1.4543258899652016,1.4448832015359987,1.4368804320559494,0.39098170644010316,0.38632680310629647,0.37891211737613373,0.37830026861341126,0.3790774811106311,0.37781080043126974,0.37454248739829094,0.3680284889106724,0.3624743969933735,-0.010897924345936314,0.4179787201155119,1.5188883522896488,0.8345307153718822,-0.015910081717828577,1.517776936010641,0.83743290567662,0.8981008347089653,0.8985525042533998,
Salt Lake City,1.4171473677066153,1.4264621343935362,1.4182941706786207,1.4209858227873893,1.426712769962675,1.4326770952358594,1.436470236267482,1.4425243734765654,1.4466148785585848,0.3486459550938935,0.3551973469051836,0.3494548612335635,0.35135087213865557,0.35537303579786295,0.35954478865730727,0.3621888796036751,0.36639461594823,0.36922626057203883,0.008418626014846215,0.3261268214668369,1.3855910804238063,0.6765762056553126,0.01204270126153501,1.3849062406094754,0.6757401839484954,0.8600757917103659,0.8601029518369079,
San Antonio,1.4440798318595534,1.4024849990694783,1.3653202546365113,1.3389842253117796,1.315799844765127,1.2985411671488387,1.2836412305500746,1.2726925163670118,1.2640638332535699,0.3674723241637603,0.338245662506874,0.3113890198995679,0.29191128569249963,0.27444472769219375,0.2612414552367837,0.24970075076455336,0.24113474787522585,0.23433179544128183,-0.06336327085366875,0.5215701486126776,1.6846707575726079,0.9895694534993726,-0.08557640851449508,1.6505072204607214,0.9923853120959327,0.9492511534018968,0.9411235135342354,
San Diego,1.4163798747179295,1.406738970226915,1.3907117579567645,1.3899334671917452,1.3889482459828102,1.3877001661275203,1.3854840987267374,1.3854243472002545,1.385095428346623,0.3481042323986154,0.34127423869409107,0.3298156721706238,0.3292558806673392,0.32854680316645524,0.32764782010911064,0.3260496083346008,0.3260064805823432,0.3257690385990158,-0.010389204696727362,0.370085425741076,1.447858293748277,0.9019381291541613,-0.014539647613344848,1.4470954888345988,0.9012008160980702,0.7005424181996247,0.698896233382825,
San Francisco,1.4261474874002367,1.4244562772079725,1.414488153559522,1.3996972613723737,1.3789938650441405,1.364607779064338,1.354285780964453,1.347335756305872,1.3454145534970212,0.35497674399325924,0.3537901810540762,0.34676773672230893,0.3362559713606913,0.32135414995728057,0.31086704600168175,0.30327421644697156,0.29812912865846564,0.2967021837777254,-0.030914407235015148,0.4398361939296605,1.5524528964737994,0.8721968746739581,-0.042895927372655754,1.5437240980560738,0.8747199133229399,0.9651452400667193,0.9644464827059945,
San Jose,1.4495576335346807,1.422376165865789,1.4093660178430478,1.4076053621420885,1.412372986354902,1.4170743509548436,1.4206037187584837,1.4174729145652822,1.4122178067631415,0.3712584295651049,0.35232882935603305,0.34313997053954054,0.3418899358798108,0.3452712588306375,0.3485944300129112,0.3510819353160624,0.34887564854675857,0.34516138125665774,-0.0083956886377814,0.38100756270509434,1.46375867534306,0.4707387757437868,-0.012024537563045156,1.4635300778530507,0.4727804804240478,0.2284179822480447,0.22986620295022167,
Seattle,1.4004286301414794,1.4007422925029942,1.3977381955141213,1.3923075737424608,1.3905647350876666,1.3860933513733014,1.3832680690468055,1.380083662031049,1.3781595015589834,0.3367783541492322,0.3370023050408326,0.33485535554044626,0.33096249565289115,0.3297099488672396,0.32648925158278447,0.32444886545922386,0.32214412199169334,0.3207489144845403,-0.00795933583569483,0.3588863432669019,1.4317340661072242,0.8602865558762034,-0.01106812627821422,1.4311606641467378,0.8611601556274951,0.9816223191211119,0.9815483240270081,
South Florida,1.3347515525831062,1.2747091913515094,1.2547499477207007,1.245572849470862,1.236045423924578,1.230661832206752,1.2291219062835725,1.2311570010379047,1.236400194205375,0.28874517159891017,0.24271806738049861,0.22693630788779312,0.21959554415081436,0.21191710910824724,0.20755209963873894,0.206300017107854,0.20795437849950937,0.21220408834906895,-0.034749855115006605,0.3543238799116922,1.4252167107990619,0.8783653064866674,-0.044349484534381305,1.4177767229290643,0.8733792417482817,0.6300306373390041,0.6229475358472587,
St. Louis,1.4418817166593685,1.3893021075874425,1.353113697550051,1.3350915399406345,1.3198572141603853,1.3131610835082415,1.3101087912686977,1.3102948697881154,1.3127942834324253,0.3659490082163445,0.32880154018545077,0.30240837932398557,0.28899985874537065,0.2775235596567479,0.27243727135104817,0.27011018053486635,0.27025220332509203,0.2721579062995172,-0.045024063491485536,0.46200842641136264,1.5872586780638052,0.9500528711240349,-0.06158111286702458,1.5722353177031987,0.9468530016525178,0.7537681275280471,0.7459208052176171,
Tampa Bay,1.367675641952371,1.3180063184920632,1.2927340358099582,1.277407256039223,1.2631026062750048,1.2530147875169688,1.245312501522997,1.2390870041430293,1.2345635362029965,0.31311268725081415,0.2761202300688722,0.25675938320224745,0.24483244244800922,0.23357108019128148,0.22555247753381208,0.21938650365948137,0.21437482144313288,0.21071749563382927,-0.04658316301849542,0.41734800095876234,1.517930662357337,0.9965801765811743,-0.06036398906670139,1.5016235616004252,0.9946608085890134,0.8775643153469329,0.8676842770899222,
Washington,1.4414267455336287,1.3792302211610383,1.3271067359638802,1.297414656129139,1.2809627684955263,1.271343586465266,1.265366248306604,1.2611691566316285,1.2582503448808215,0.3656334185834754,0.3215255327819455,0.2830011861500013,0.2603735582715813,0.24761195808591646,0.2400742833427772,0.2353616046284426,0.23203919281696112,0.22972214076992087,-0.06451060428951919,0.5086741004638902,1.663084649275221,0.9731794351316775,-0.08644454793127221,1.6311479999679694,0.9694311671688793,0.8104272087058888,0.7986802858074452,
,,,,,,,,,,,,,,,,,,,,,Mean rsq,0.901116882623083,,,0.8996998963869496,0.7877625579482866,0.7810337223329256,
