0.5,Network Speed (congested) [km/h],Network Speed (freeflow) [km/h],30 Minute Distance,Circuity [ ],Average Airline Speed [km/h],Airline Radius [km],Area covered in $A$1$ hrs [km2],Urbanized area density [people/km2],Area [km2],Population,Accessibility,"MinPA,P",.,Employment Density,Employment,Employment Accessibility,"Min EA, E",,,,,Accessibility Ratio
Denver,60.70561775485221,72.57646725599626,36288.23362799813,1.3693023353302707,44.33324634636677,22.166623173183385,1543.650399278526,1372.380626126141,1729.988718,2374203,2118475.901481731,2118475.901481731,.,600.0883064718345,1038146,926326.5538876217,926326.5538876217,,,,,0.43726084079583766
Detroit,62.14790113348605,71.57962292036937,35789.81146018469,1.2213340937624941,50.88525854709465,25.442629273547325,2033.6389551451236,1078.2087468947925,3463.23475,3734090,2192687.309463459,2192687.309463459,.,433.40348210585495,1500978,881386.2045060091,881386.2045060091,,,,,0.40196620863449994
Grand Rapids,67.78467421688788,73.48493042683263,36742.46521341632,1.2534629398347654,54.077924494379886,27.038962247189943,2296.8356030978757,784.2973750588556,726.682274,569935,1801402.1344513872,569935,.,438.1103150453344,318367,1006267.369680551,318367,,,,,0.5586022967531385
Virginia Beach,64.71536663352344,75.51148714210532,37755.74357105266,1.3109661328414999,49.364636516775484,24.682318258387742,1913.9111320487918,1078.4020248075806,1334.999348,1439666,2063965.6401031858,1439666,.,444.7919775313628,593797,851292.3172432714,593797,,,,,0.412454694352718
Hartford,63.83101673639741,74.74296813468234,37371.484067341175,1.2482031115877554,51.1383252804123,25.56916264020615,2053.9169736745885,691.7059567557736,1337.06959,924859,1420706.6053725043,924859,.,395.88290987905873,529323,813110.6281882861,529323,,,,,0.5723283224794266
Honolulu,54.71093280537417,67.86037611584707,33930.18805792354,1.4345819636227921,38.13719549854861,19.068597749274304,1142.3189662217449,1820.7093992818395,440.739747,802459,2079830.878777845,802459,.,762.2049118252091,335934,870681.1269253091,335934,,,,,0.41863073378203747
Houston,66.693022833823,78.91617432556015,39458.08716278007,1.3068171566560105,51.034700986389325,25.517350493194662,2045.601486020385,1149.9995031423985,4299.420988,4944332,2352440.6925507947,2352440.6925507947,.,506.2465401910998,2176567,1035578.6749075924,1035578.6749075924,,,,,0.4402145729696145
Indianapolis,62.662263546111326,72.3337016692045,36166.85083460225,1.2377454480083434,50.62613128324664,25.31306564162332,2012.979552281842,813.7826434009975,1827.862774,1487483,1638127.8211680737,1487483,.,406.4413426256472,742919,818158.1119074061,742919,,,,,0.49944705250412946
Inland Empire2,72.10742814017156,84.09990192548348,42049.95096274174,1.3623371102112816,52.929210839003424,26.464605419501712,2200.294022930616,1369.2709398652264,1411.456231,1932666,3012798.6647580443,1932666,.,678.2541172543097,957326,1492358.4802227388,957326,,,,,0.495339598254432
Jacksonville,69.12706830003765,78.49714718776768,39248.57359388384,1.3385303871253407,51.64400372597933,25.822001862989666,2094.7378927063814,775.485851329188,1373.615003,1065219,1624439.5980369174,1065219,.,626.5511064747741,860640,1312460.34444982,860640,,,,,0.8079465349378862
Kansas City,67.81228876979557,74.59272660637487,37296.363303187434,1.2759958465633252,53.14459992360969,26.572299961804845,2218.2381255115724,865.4747964993128,1755.587807,1519417,1919829.1902641451,1519417,.,528.9493332645366,928617,1173335.5775113215,928617,,,,,0.6111666514195905
Las Vegas,62.45400827588758,72.98090363429576,36490.45181714788,1.3201192530937347,47.30936855100397,23.654684275501985,1757.859596766035,1746.9193703498715,1079.621093,1886011,3070838.979946001,1886011,.,677.9007975532394,731876,1191654.422634311,731876,,,,,0.3880550007396564
Los Angeles2,67.71265423726469,83.33378992309329,41666.89496154665,1.2573733592111536,53.85246453745927,26.926232268729635,2277.7237392210704,2702.463769306689,4496.266014,12150996,6155465.8817347,6155465.8817347,.,1079.1963787042962,4852354,2458111.2110561877,2458111.2110561877,,,,,0.3993379637356476
Louisville,69.76239089959542,80.63340522748912,40316.70261374456,1.3257298869873992,52.62187387064503,26.310936935322516,2174.8159025598334,787.6776339629688,1234.70054,972546,1713053.844433368,972546,.,417.10518730314965,515000,907126.9943870878,515000,,,,,0.5295379344524579
Memphis,66.0117975254536,76.86486532283301,38432.432661416504,1.2910194406980002,51.131528654412655,25.565764327206328,2053.37105130585,823.0143769923415,1288.022457,1060061,1689953.8965245932,1060061,.,395.30832496967867,509166,811714.6708329436,509166,,,,,0.48031764209795474
Milwaukee,66.57502481511119,73.72364096292551,36861.82048146276,1.1867090038683803,56.100547478862076,28.050273739431038,2471.861198815262,974.0478763670035,1413.15025,1376476,2407711.1513800016,1376476,.,521.7272544090765,737279,1289637.3565382152,737279,,,,,0.5356279368474278
Minneapolis-St.Paul,72.35417413894163,80.92665935101023,40463.32967550511,1.2701199260392533,56.96641132508736,28.48320566254368,2548.7521438348394,1001.6752173390063,2646.45661,2650890,2553021.857619021,2553021.857619021,.,594.1457698790686,1572381,1514330.304729677,1514330.304729677,,,,,0.5931521111777553
Nashville,66.5094342428732,79.19224446351299,39596.1222317565,1.3223570330949683,50.29612470635732,25.14806235317866,1986.8218599852169,664.384827305228,1459.375591,969587,1320014.29833253,969587,.,447.40709932841406,652935,888918.2052582703,652935,,,,,0.6734155882865591
New Orleans,70.11391631549093,78.21449678598356,39107.24839299178,1.3489148947289156,51.978013282729265,25.989006641364632,2121.92110745472,1381.8089483990395,651.105206,899703,2932089.5740777324,899703,.,685.1227664734722,446087,1453776.4593778318,446087,,,,,0.4958158414499007
New York,60.63606006157278,75.64626217318956,37823.131086594774,1.2364276854478877,49.04133155155594,24.52066577577797,1888.923581029596,2053.640698283641,8935.98136,18351295,3879170.3419500557,3879170.3419500557,.,813.9335465220801,7273295,1537458.2694166068,1537458.2694166068,,,,,0.39633687976788556
Oklahoma City,62.746727907823015,70.34379555446684,35171.89777723342,1.2782037611934325,49.08976941926512,24.54488470963256,1892.6567837145387,810.0396797726283,1063.53432,861505,1533127.0949996177,861505,.,425.70699552037024,452754,805717.2329463635,452754,,,,,0.5255384472521923
Orlando,63.67703994300269,76.27854176282709,38139.27088141355,1.3529409382116724,47.065646507209316,23.532823253604658,1739.794440332394,975.7775860793671,1548.012602,1510516,1697652.419261847,1510516,.,552.8792200362203,855864,961896.1931943265,855864,,,,,0.5666037301160662
Philadelphia,57.5831982772522,70.0901022214275,35045.05111071375,1.20124627478735,47.93621381880733,23.968106909403666,1804.7511992414438,1060.3784681288619,5131.721516,5441567,1913719.3120053685,1913719.3120053685,.,471.8866743742453,2421591,851638.0414829758,851638.0414829758,,,,,0.44501721654810095
Phoenix,65.52311377460158,75.05827255325492,37529.13627662746,1.3052617006945595,50.19921578924383,25.099607894621915,1979.1729500352787,1222.0875996258867,2969.60218,3629114,2418722.7197530987,2418722.7197530987,.,489.41201949144585,1453359,968631.0303996082,968631.0303996082,,,,,0.4004721262545073
Pittsburgh,59.80744482262588,71.24156349899795,35620.78174949897,1.3051406812780726,45.824519670982,22.912259835491,1649.2470813989664,739.5753515526226,2344.389921,1733853,1219742.4900227773,1219742.4900227773,.,439.74681462555225,1030938,725251.1505756844,725251.1505756844,,,,,0.5945936593240604
Portland,58.33103065050781,69.29589065244727,34647.945326223635,1.4731281162210448,39.596712606464955,19.798356303232477,1231.4255049037988,1362.0759506608479,1358.145997,1849898,1677295.0652598564,1677295.0652598564,.,641.1637643695827,870794,789545.4122648337,789545.4122648337,,,,,0.470725412968715
Providence,61.333480923569354,68.9471086871926,34473.5543435963,1.249214553394799,49.09763559581719,24.548817797908594,1893.2633934182918,843.6559568888318,1411.660749,1190956,1597262.939816906,1190956,.,418.3023438303448,590501,791956.5149550637,590501,,,,,0.495821004302426
Raleigh,70.88814311356755,80.32960797886341,40164.803989431704,1.2442193027437145,56.973994019580935,28.486997009790468,2549.4307084362736,659.394274407944,1341.975559,884891,1681080.012142667,884891,.,305.9794921346999,410617,780073.5133999392,410617,,,,,0.4640311631602085
Rochester,64.0446957598947,72.19612416499113,36098.06208249557,1.235017216450139,51.857330332593264,25.928665166296632,2112.079160864466,857.4454035556953,840.370707,720572,1810992.5684290063,720572,.,493.93082902876574,415085,1043221.0109001655,415085,,,,,0.5760493052741433
Sacramento,69.85125988721772,81.45538801610311,40727.694008051556,1.4014419587257636,49.84242083826914,24.92121041913457,1951.1386724450663,1413.0147860308737,1219.827292,1723634,2756987.793761528,1723634,.,509.14420760475986,621068,993410.9533090463,621068,,,,,0.3603247557196017
Salt Lake City,64.533357950474,73.63082092404174,36815.410462020875,1.37473562290319,46.94237704715279,23.471188523576394,1730.692996419153,1418.9468389746553,719.719,1021243,2455761.3565045316,1021243,.,731.0589271646295,526157,1265238.5652135238,526157,,,,,0.5152123441727384
San Antonio,70.32926978564988,78.44122099660329,39220.61049830165,1.3398515854253352,52.49034337136967,26.245171685684834,2163.9574097719283,1136.9073371227814,1546.484874,1758210,2460219.0563909146,1758210,.,464.39186834232174,718175,1004924.2245371969,718175,,,,,0.40846940922870417
San Diego,74.20890235679654,85.35836948386564,42679.18474193282,1.4062579681100151,52.77047600059607,26.385238000298035,2187.1164376289585,1558.6954968295993,1896.936256,2956746,3409048.542374253,2956746,.,580.5803945791629,1101324,1269796.9243491937,1101324,,,,,0.37247839347715356
San Francisco1,72.54220040456146,85.18341725224566,42591.70862612283,1.424503733426794,50.924542142163105,25.462271071081553,2036.7801197443655,2419.4675820015173,1356.171095,3281212,4927923.471386661,3281212,.,1303.5176804148005,1767793,2654978.8972041546,1767793,,,,,0.5387622012841596
San Jose1,67.91398003597122,78.19454265262493,39097.27132631247,1.3973659459287573,48.601427731826035,24.300713865913018,1855.1880416683348,2247.211920874815,740.693828,1664496,4169000.6827014848,1664496,.,1157.0664795656971,857032,2146575.89630556,857032,,,,,0.5148897924657074
Seattle,59.237163329958236,69.52987656850078,34764.93828425039,1.4529281790243918,40.770881992071104,20.385440996035552,1305.5397354604968,1169.1810890127867,2616.697301,3059393,1526412.369655169,1526412.369655169,.,548.6931940699853,1435764,716340.7674351037,716340.7674351037,,,,,0.4692970141462702
South Florida,59.3962086848502,72.01367449916108,36006.837249580545,1.2629261489074812,47.03062703724366,23.51531351862183,1737.2063950278825,1715.2084870415904,3207.994271,5502379,2979671.15249475,2979671.15249475,.,567.6160386135552,1820909,986066.2121998616,986066.2121998616,,,,,0.33093122084102167
St. Louis,55.946693712217225,67.15525630651524,33577.62815325762,1.3725412244961106,40.76139405776789,20.380697028883944,1304.9321727422705,899.0472029916936,2392.205874,2150706,1173195.6199978117,1173195.6199978117,.,488.93826936569087,1169641,638031.2781802166,638031.2781802166,,,,,0.5438404877282159
Tampa Bay,65.03700942892235,76.22383170739074,38111.91585369537,1.288975134924683,50.456372405292804,25.228186202646402,1999.5023927968998,985.1457564595692,2478.587543,2441770,1969801.2972946204,1969801.2972946204,.,376.1138082989228,932231,752040.4596576506,752040.4596576506,,,,,0.38178493469900937
Washington2,60.64773014173051,74.54500532214232,37272.50266107116,1.3128038200118335,46.19710060044146,23.09855030022073,1676.1748507671605,1339.8831695910785,3423.26115,4586770,2245878.471834756,2245878.471834756,.,692.4774056457832,2370531,1160713.212067951,1160713.212067951,,,,,0.5168192431711204
