0.8333333333333334,Network Speed (congested) [km/h],Network Speed (freeflow) [km/h],50 min Distance [m],Circuity [ ],Average Airline Speed [km/h],Airline Radius [km],Area covered in $A$1$ hrs [km2],Urbanized area density [people/km2],Area [km2],Population,Accessibility,"MinPA,P",.,Employment Density,Employment,Employment Accessibility,"Min EA, E"
New York,59.42988867805861,62.40138311196155,49524.90723171551,1.2410959429298725,47.88500761493237,39.90417301244364,5002.49314558714,2072.731059077716,7683.1,15925000,10368822.915681848,10368822.915681848,.,1112.89362366753,8550473,5567242.724164452,5567242.724164452
Oklahoma City,69.71442539828774,72.50300241421925,58095.35449857312,1.263863823219174,55.15976018739019,45.96646682282516,6637.921609993282,411.8665313675163,1675.3,690000,2733937.748997412,690000,.,268.6814301916075,450122,1783486.2716727727,450122
Orlando,58.78311324728174,61.72226890964583,48985.92770606812,1.315316264996125,44.69123876260659,37.24269896883882,4357.447527352921,841.4049505919186,1022.1,860000,3666377.921459262,860000,.,545.3947754622835,557448,2376529.1157693285,557448
Philadelphia,63.17625705355521,66.96683247676853,52646.88087796268,1.1750407221381178,53.765163932871154,44.80430327739263,6306.513492997504,1518.9201737803867,3015.3,4580000,9579090.570732122,4580000,.,926.9117500746194,2794917,5845581.458663517,2794917
Phoenix,62.02920484038443,65.13066508240365,51691.00403365369,1.2687811766218124,48.88881233684441,40.740676947370346,5214.424151349264,987.2876940710638,1919.4,1895000,5148136.796294079,1895000,.,519.1700531416067,996495,2707172.863758875,996495
Pittsburgh,65.42916793409438,68.70062633079911,54524.30661174532,1.2611477808444327,51.88065104494309,43.233875870785916,5872.164528786503,883.2870186581977,2015.2,1780000,5186806.699702251,1780000,.,474.4710202461294,956154,2786171.895026464,956154
Portland,65.14077091573358,68.39780946152027,54283.975763111324,1.404257765675055,46.388043924698614,38.65670327058218,4694.609789427066,1184.1974325803562,1004.9,1190000,5559344.859606138,1190000,.,720.9991043884963,724532,3384809.453630382,724532
Providence,70.3388720650424,75.26259310959537,58615.72672086867,1.2254999619708764,57.39606221767796,47.83005184806497,7187.065055427363,1415.4601861427093,773.6,1095000,10173004.441174977,1095000,.,704.0692864529473,544668,5060191.765265656,544668
Raleigh,68.77871409522666,74.2810112228448,57315.59507935555,1.2020114783975173,57.219681618115835,47.68306801509653,7142.960599154977,1097.213078779899,455.7,500000,7837349.790602344,500000,.,877.1143296028089,399701,6265193.097307095,399701
Rochester,70.51493653768364,78.27157955682884,58762.447114736366,1.2051187826060623,58.512851642055985,48.760709701713324,7469.472089352388,1079.136690647482,569.9,615000,8060581.391387469,615000,.,844.8271626601158,481467,6310412.911816506,481467
Sacramento,61.557786724694,68.32914326441035,51298.15560391167,1.4385781100971682,42.790715563255795,35.658929636046494,3994.7212385804523,1272.1174973979414,864.7,1100000,5081754.78482537,1100000,.,793.2751243205736,685945,3168912.987160944,685945
Salt Lake City,65.14395936703976,73.61267408475491,54286.632805866466,1.3560394623383627,48.039869912565166,40.03322492713764,5034.902048695485,1215.620726333384,658.1,800000,6120531.285452649,800000,.,728.3665096489894,479338,3667254.031632877,479338
San Antonio,68.13115721225047,77.66951922196553,56775.964343542066,1.3179414742979467,51.695131036484916,43.07927586373743,5830.2430728539985,1031.2913177611283,1134.5,1170000,6012679.06147129,1170000,.,501.6738651388277,569149,2924880.5770575413,569149
San Diego,59.33004339689815,68.22954990643287,49441.70283074846,1.4089799491217252,42.10850795561782,35.090423296348185,3868.3618089258043,1283.9160839160838,1787.5,2295000,4966651.944886557,2295000,.,688.3613986013986,1230446,2662830.945088403,1230446
San Francisco1,53.93632527694484,62.02677406848657,44946.937730787366,1.3861138822910202,38.91190036117155,32.42658363430962,3303.3322929397013,1623.3049162948894,2263.9,3675000,5362315.551284687,3675000,.,870.3507222050443,1970387,2875057.646843314,1970387
San Jose1,57.58663731743308,66.80049928822237,47988.86443119424,1.396960062498264,41.22282294487903,34.35235245406586,3707.3435992716522,1608.4873374401095,876.6,1410000,5963215.234968092,1410000,.,1079.5836185261237,946363,4002387.418021354,946363
Seattle,57.751551670614234,67.56931545461865,48126.2930588452,1.4147237318570247,40.821787583083214,34.01815631923601,3635.5608468025866,1477.6384054639784,1522.7,2250000,5372044.332636645,2250000,.,859.2224338346358,1308338,3123755.439143628,1308338
South Florida,57.26708654428858,59.557770006060125,47722.57212024048,1.2297619139807563,46.56762084858705,38.80635070715587,4731.027594717112,4280.709437267353,913.4,3910000,20252154.47267781,3910000,.,1616.0335012042917,1476085,7645499.088184814,1476085
St. Louis,65.02916552345445,79.98587359384898,54190.97126954538,1.3217159774076757,49.200559450751484,41.00046620895957,5281.13735173595,1039.2364793213148,1886,1960000,5488350.588230361,1960000,.,606.7529162248144,1144336,3204345.4891495807,1144336
Tampa Bay,57.77265252370572,71.06036260415804,48143.8771030881,1.2628029081136267,45.749540290500626,38.124616908750525,4566.262241694089,1022.1667558091162,1682.7,1720000,4667481.46176611,1720000,.,543.5971949842515,914711,2482207.3461474073,914711
Washington2,57.16639723788157,76.03130832638249,47638.66436490131,1.3027244174175014,43.882187570574025,36.568489642145025,4201.108708057982,1267.0644976702363,2446.6,3100000,5323075.694833542,3100000,.,905.0723452955122,2214350,3802307.3112434368,2214350
,,,,,,,,,,,,,,,,,
