1.1666666666666667,Network Speed (congested) [km/h],Network Speed (freeflow) [km/h],70 min Distance [m],Circuity [ ],Average Airline Speed [km/h],Airline Radius [km],Area covered in $A$1$ hrs [km2],Urbanized area density [people/km2],Area [km2],Population,Accessibility,"MinPA,P",.,Employment Density,Employment,Employment Accessibility,"Min EA, E"
Inland Empire2,65.10221093956217,72.91447625230963,75952.57942948921,1.306991829104972,49.81072527755905,58.112512823818896,10609.35991396954,1078.3820073850286,1191.6,1285000,11440942.841096727,1285000,.,643.6329305135952,766953,6828533.412301679,766953
Jacksonville,55.540281389808555,57.20648983150281,64796.99495477665,1.3113691978150683,42.3528945794569,49.41171034269972,7670.252244635397,547.5701574264202,1314.9,720000,4200001.2290953575,720000,.,337.5785230816031,443882,2589312.4244073685,443882
Kansas City,63.2199184408059,65.11651599403008,73756.57151427354,1.240932510145499,50.945492944973594,59.436408435802534,11098.26241999842,587.9073539100907,1973.1,1160000,6524750.092341071,1160000,.,390.9122700319295,771309,4338446.956011638,771309
Las Vegas,58.291697709553844,60.04044864084045,68006.98066114615,1.3273180275304128,43.91690348545214,51.236387399694166,8247.206598716131,1175.4827875734677,595.5,700000,9694449.402353136,700000,.,623.2208228379513,371128,5139830.882566449,371128
Los Angeles2,48.11622779676405,49.559714630666974,56135.59909622473,1.2408507300315808,38.77680580930105,45.2396067775179,6429.652707056461,2243.04205212814,5091.3,11420000,14421981.402507173,11420000,.,1186.7479818513934,6042090,7630377.374104603,6042090
Louisville,62.48721285155351,64.98670136561566,72901.74832681242,1.2909809753440558,48.402892099087836,56.470040782269145,10018.116446782,1106.8597977589507,731.8,810000,11088650.344210742,810000,.,610.6531839300355,446876,6117594.705209282,446876
Memphis,65.30803220505597,67.9203534932582,76192.70423923197,1.249699683468217,52.258981152824234,60.96881134496161,11677.9155098916,973.6216460998529,883.3,860000,11369871.321755663,860000,.,507.457262538209,448237,5926043.036802085,448237
Milwaukee,64.48552107198695,67.06494191486644,75233.10791731812,1.1688546907246202,55.16983555244987,64.36480814452484,13015.079667018075,927.6018099547512,1326,1230000,12072811.455831246,1230000,.,582.7692307692307,772752,7584787.96594838,772752
Minneapolis-St.Paul,63.564185114523426,66.10675251910436,74158.215966944,1.221194278923895,52.050837619822126,60.72597722312582,11585.076272417018,730.0860847771603,2753.1,2010000,8458102.977573719,2010000,.,474.96422214957687,1307624,5502496.740272068,1307624
Nashville,63.73443651931945,66.28381398009223,74356.8426058727,1.268359624737877,50.24949964998373,58.62441625831436,10797.095317497327,451.2058776553266,1252.2,565000,4871712.868859599,565000,.,395.8768567321514,495717,4274320.156128272,495717
New Orleans,62.63669301231881,65.14216073281156,73076.1418477053,1.2788048514694768,48.98065012839362,57.14409181645923,10258.705026970065,1501.072194424589,699.5,1050000,15399056.866788518,1050000,.,735.8484631879915,514726,7548852.328394845,514726
New York,59.42988867805861,62.40138311196155,69334.87012440171,1.2294730247522823,48.33769223202983,56.39397427070147,9991.145333790419,2072.731059077716,7683.1,15925000,20708957.249106795,15925000,.,1112.89362366753,8550473,11119081.935110953,8550473
Oklahoma City,69.71442539828774,72.50300241421925,81333.49629800237,1.2501762036613628,55.76367970700184,65.05762632483548,13296.774391035104,411.8665313675163,1675.3,690000,5476496.346812047,690000,.,268.6814301916075,450122,3572596.3603184526,450122
Orlando,58.78311324728174,61.72226890964583,68580.29878849538,1.2996850135029854,45.22873822238369,52.766861259447644,8747.267263845302,841.4049505919186,1022.1,860000,7359993.979950063,860000,.,545.3947754622835,557448,4770713.8652734915,557448
Philadelphia,63.17625705355521,66.96683247676853,73705.63322914774,1.16017799813908,54.45393478835974,63.5295905864197,12679.495847476548,1518.9201737803867,3015.3,4580000,19259142.03609677,4580000,.,926.9117500746194,2794917,11752773.686048357,2794917
Phoenix,62.02920484038443,65.13066508240365,72367.40564711517,1.2543540749183388,49.451112792392905,57.692964924458394,10456.722666329435,987.2876940710638,1919.4,1895000,10323793.608781014,1895000,.,519.1700531416067,996495,5428817.262365296,996495
Pittsburgh,65.42916793409438,68.70062633079911,76334.02925644345,1.242272774487758,52.66892205785771,61.447075734167335,11861.846835949038,883.2870186581977,2015.2,1780000,10477415.327505602,1780000,.,474.4710202461294,956154,5628102.570256062,956154
Portland,65.14077091573358,68.39780946152027,75997.56606835585,1.4076966144275667,46.27472301069842,53.98717684581483,9156.533900735962,1184.1974325803562,1004.9,1190000,10843143.93658652,1190000,.,720.9991043884963,724532,6601852.741733533,724532
Providence,70.3388720650424,75.26259310959537,82062.01740921613,1.2516865842920009,56.195275197287984,65.56115439683599,13503.397639883444,1415.4601861427093,773.6,1095000,19113521.73690844,1095000,.,704.0692864529473,544668,9507327.541003149,544668
Raleigh,68.77871409522666,74.2810112228448,80241.83311109777,1.1856403500794577,58.00976163692248,67.67805524307623,14389.497028817455,1097.213078779899,455.7,500000,15788344.337083008,500000,.,877.1143296028089,399701,12621234.039752834,399701
Rochester,70.51493653768364,78.27157955682884,82267.42596063092,1.1939909654114582,59.05818266672031,68.9012131111737,14914.325235409939,1079.136690647482,569.9,615000,16094595.57778051,615000,.,844.8271626601158,481467,12600027.071621543,481467
Sacramento,61.557786724694,68.32914326441035,71817.41784547633,1.4288784987189356,43.0811904440327,50.261388851371485,7936.314010084341,1272.1174973979414,864.7,1100000,10095923.917072713,1100000,.,793.2751243205736,685945,6295680.4829967655,685945
Salt Lake City,65.14395936703976,73.61267408475491,76001.28592821305,1.3584765487124808,47.95368711280371,55.945968298271005,9833.032226413241,1215.620726333384,658.1,800000,11953237.777132036,800000,.,728.3665096489894,479338,7162051.362018644,479338
San Antonio,68.13115721225047,77.66951922196553,79486.35008095889,1.2805605904241975,53.20416520836503,62.071526076425876,12104.161751456833,1031.2913177611283,1134.5,1170000,12482916.923053764,1170000,.,501.6738651388277,569149,6072341.610118912,569149
San Diego,59.33004339689815,68.22954990643287,69218.38396304785,1.4155996434834515,41.91159814854229,48.896864506632674,7511.244426758073,1283.9160839160838,1787.5,2295000,9643807.529739736,2295000,.,688.3613986013986,1230446,5170450.718840147,1230446
San Francisco1,53.93632527694484,62.02677406848657,62925.71282310232,1.3696843867703823,39.37865233619464,45.94176105889375,6630.788111852138,1623.3049162948894,2263.9,3675000,10763790.940879283,3675000,.,870.3507222050443,1970387,5771111.221939131,1970387
San Jose1,57.58663731743308,66.80049928822237,67184.41020367193,1.393354717600164,41.329488169830206,48.21773619813524,7304.046104086588,1608.4873374401095,876.6,1410000,11748465.67050204,1410000,.,1079.5836185261237,946363,7885328.522931434,946363
Seattle,57.751551670614234,67.56931545461865,67376.81028238327,1.4064663638668218,41.06145241315044,47.90502781534219,7209.6148740527915,1477.6384054639784,1522.7,2250000,10653203.826504748,2250000,.,859.2224338346358,1308338,6194662.839094031,1308338
South Florida,57.26708654428858,59.557770006060125,66811.60096833667,1.214275793996184,47.161515388380174,55.021767953110206,9510.841730306489,4280.709437267353,913.4,3910000,40713149.95127915,3910000,.,1616.0335012042917,1476085,15369838.860827079,1476085
St. Louis,65.02916552345445,79.98587359384898,75867.35977736353,1.3128623771549222,49.53235514630091,57.787747670684396,10491.10921714358,1039.2364793213148,1886,1960000,10902743.406999689,1960000,.,606.7529162248144,1144336,6365511.111934897,1144336
Tampa Bay,57.77265252370572,71.06036260415804,67401.42794432334,1.24866206361036,46.26764455121097,53.97891864307947,9153.732838174625,1022.1667558091162,1682.7,1720000,9356641.39874033,1720000,.,543.5971949842515,914711,4975943.494466957,914711
Washington2,57.16639723788157,76.03130832638249,66694.13011086184,1.2823778856158738,44.57843345483681,52.008172363976286,8497.53686594358,1267.0644976702363,2446.6,3100000,10766927.280481117,3100000,.,905.0723452955122,2214350,7690885.620494633,2214350
,,,,,,,,,,,,,,,,,
