0.16666666666666666,Network Speed (congested) [km/h],Network Speed (freeflow) [km/h],10 Minute Distance,Circuity [ ],Average Airline Speed [km/h],Airline Radius [km],Area covered in $A$1$ hrs [km2],Urbanized area density [people/km2],Area [km2],Population,Accessibility,"MinPA,P",.,Employment Density,Employment,Employment Accessibility,"Min EA, E",,,,,Accessibility Ratio
"Columbus, OH",64.04641174171243,74.901794999095,12483.632499849167,1.3249637252937287,48.33823788459877,8.056372980766461,203.90552861354718,1034.7499169004755,1322.092399,1368035,210991.22878841546,210991.22878841546,.,567.5314377176145,750329,115722.79781261661,115722.79781261661,,,,,0.5484720785652413
"Dallas-Fort Worth-Arlington, TX",65.99143770414402,78.09733145840165,13016.22190973361,1.3824701219183075,47.7344404467669,7.955740074461149,198.84333751368794,1111.5370303722236,4607.936452,5121892,221021.73288926648,221021.73288926648,.,544.773137856633,2510280,108324.50891921732,108324.50891921732,,,,,0.49010795229575316
"Denver-Aurora, CO",60.70561775485221,72.57646725599626,12096.077875999377,1.3957008737903487,43.494719316175576,7.249119886029263,165.08987437381361,1372.380626126141,1729.988718,2374203,226566.14516022027,226566.14516022027,.,600.0883064718345,1038146,99068.50312862972,99068.50312862972,,,,,0.43726084079583766
"Detroit-Warren-Livonia, MI",62.14790113348605,71.57962292036937,11929.937153394896,1.3026208565751525,47.70989257525414,7.951648762542356,198.63887609929088,1078.2087468947925,3463.23475,3734090,214174.17368360638,214174.17368360638,.,433.40348210585495,1500978,86090.78058302615,86090.78058302615,,,,,0.40196620863449994
"Grand Rapids-Wyoming, MI",67.78467421688788,73.48493042683263,12247.488404472104,1.3210528558171648,51.31109926329046,8.551849877215076,229.75766539716017,784.2973750588556,726.682274,569935,180198.33387064358,180198.33387064358,.,438.1103150453344,318367,100659.20317123037,100659.20317123037,,,,,0.5586022967531385
"Virginia Beach-Norfolk-Newport News, VA-NC",64.71536663352344,75.51148714210532,12585.247857017554,1.404082410081675,46.0908605996702,7.681810099945033,185.3860309495549,1078.4020248075806,1334.999348,1439666,199920.67114704082,199920.67114704082,.,444.7919775313628,593797,82458.21931274296,82458.21931274296,,,,,0.412454694352718
"Hartford-West Hartford-East Hartford, CT",63.83101673639741,74.74296813468234,12457.161355780388,1.3288885485099737,48.03338610146684,8.005564350244473,201.34172184931913,691.7059567557736,1337.06959,924859,139269.26834663813,139269.26834663813,.,395.88290987905873,529323,79707.74672576852,79707.74672576852,,,,,0.5723283224794267
"Honolulu, HI",54.71093280537417,67.86037611584707,11310.062685974512,1.4170125027894218,38.610056508093216,6.435009418015536,130.091297843131,1820.7093992818395,440.739747,802459,236858.44874776193,236858.44874776193,.,762.2049118252091,335934,99156.22620175069,99156.22620175069,,,,,0.41863073378203747
"Houston-Sugar Land-Baytown, TX",66.693022833823,78.91617432556015,13152.695720926691,1.4112669682919152,47.25755249167555,7.876258748612591,194.8901198729259,1149.9995031423985,4299.420988,4944332,224123.54102122725,224123.54102122725,.,506.2465401910998,2176567,98662.44890309745,98662.44890309745,,,,,0.4402145729696146
"Indianapolis-Carmel, IN",62.662263546111326,72.3337016692045,12055.616944867417,1.3307390130691796,47.08831929529804,7.848053215883007,193.4967839602968,813.7826434009975,1827.862774,1487483,157464.32434080206,157464.32434080206,.,406.4413426256472,742919,78645.09266656783,78645.09266656783,,,,,0.4994470525041294
"Riverside-San Bernardino-Ontario, CA",72.10742814017156,84.09990192548348,14016.650320913912,1.3734377415845354,52.501417397326804,8.7502362328878,240.5411752971231,1369.2709398652264,1411.456231,1932666,329366.0411753779,329366.0411753779,.,678.2541172543097,957326,163148.04251446438,163148.04251446438,,,,,0.49533959825443197
"Jacksonville, FL ",69.12706830003765,78.49714718776768,13082.857864627947,1.3923352643282094,49.648292384083874,8.274715397347311,215.10772325670675,775.485851329188,1373.615003,1065219,166812.9958972106,166812.9958972106,.,626.5511064747741,860640,134775.98201775912,134775.98201775912,,,,,0.807946534937886
"Kansas City, MO-KS",67.81228876979557,74.59272660637487,12432.121101062477,1.3476779649684636,50.31787306204299,8.386312177007165,220.94893995724118,865.4747964993128,1755.587807,1519417,191225.73884623218,191225.73884623218,.,528.9493332645366,928617,116870.79447588885,116870.79447588885,,,,,0.6111666514195906
"Las Vegas-Paradise, NV",62.45400827588758,72.98090363429576,12163.483939049293,1.3286382614132926,47.00602872105633,7.834338120176055,192.82107293961005,1746.9193703498715,1079.621093,1886011,336842.8673298502,336842.8673298502,.,677.9007975532394,731876,130713.55913083299,130713.55913083299,,,,,0.3880550007396564
"Los Angeles-Long Beach-Santa Ana, CA",67.71265423726469,83.33378992309329,13888.964987182215,1.3492227990003094,50.18641419892665,8.364402366487774,219.7959598028627,2702.463769306689,4496.266014,12150996,593990.6180072258,593990.6180072258,.,1079.1963787042962,4852354,237203.0038730845,237203.0038730845,,,,,0.39933796373564767
"Louisville/Jefferson County, KY-IN",69.76239089959542,80.63340522748912,13438.900871248186,1.415233679267091,49.29390242869528,8.215650404782547,212.04780153963304,787.6776339629688,1234.70054,972546,167025.31060378734,167025.31060378734,.,417.10518730314965,515000,88446.23797840974,88446.23797840974,,,,,0.5295379344524578
"Memphis, TN-MS-AR",66.0117975254536,76.86486532283301,12810.810887138836,1.3836709660756512,47.70772759124618,7.951287931874363,198.6208488009896,823.0143769923415,1288.022457,1060061,163467.8141336365,163467.8141336365,.,395.30832496967867,509166,78516.475043575,78516.475043575,,,,,0.4803176420979547
"Milwaukee-Waukesha-West Allis, WI",66.57502481511119,73.72364096292551,12287.27349382092,1.259277972938473,52.867616400659436,8.811269400109905,243.90844209119248,974.0478763670035,1413.15025,1376476,237578.50004691028,237578.50004691028,.,521.7272544090765,737279,127253.68181943308,127253.68181943308,,,,,0.5356279368474278
"Minneapolis-St. Paul-Bloomington, MN-WI",72.35417413894163,80.92665935101023,13487.776558501704,1.367956699688347,52.892152328670655,8.815358721445108,244.13489106300838,1001.6752173390063,2646.45661,2650890,244543.87006557354,244543.87006557354,.,594.1457698790686,1572381,145051.71280497365,145051.71280497365,,,,,0.5931521111777553
"Nashville-Davidson--Murfreesboro--Franklin, TN",66.5094342428732,79.19224446351299,13198.707410585499,1.4297597712771255,46.51790851792116,7.752984752986859,188.83727835377434,664.384827305228,1459.375591,969587,125460.62256786163,125460.62256786163,.,447.40709932841406,652935,84487.13895333449,84487.13895333449,,,,,0.6734155882865591
"New Orleans-Metairie-Kenner, LA",70.11391631549093,78.21449678598356,13035.749464330593,1.416322547079509,49.50420118642289,8.250700197737148,213.8609471703124,1381.8089483990395,651.105206,899703,295514.97051303193,295514.97051303193,.,685.1227664734722,446087,146521.0037659615,146521.0037659615,,,,,0.49581584144990065
"New York-Northern New Jersey-Long Island, NY-NJ-PA",60.63606006157278,75.64626217318956,12607.710362198259,1.3157627494011674,46.0843416407476,7.6807236067912665,185.33359372274745,2053.640698283641,8935.98136,18351295,380608.6108281997,380608.6108281997,.,813.9335465220801,7273295,150849.22922843814,150849.22922843814,,,,,0.39633687976788556
"Oklahoma City, OK ",62.746727907823015,70.34379555446684,11723.965925744473,1.3330075580666654,47.07154699019716,7.845257831699527,193.3589659552867,810.0396797726283,1063.53432,861505,156628.43486358697,156628.43486358697,.,425.70699552037024,452754,82314.26445375066,82314.26445375066,,,,,0.5255384472521925
"Orlando-Kissimmee, FL",63.67703994300269,76.27854176282709,12713.090293804515,1.4073453796667255,45.2462066973795,7.5410344495632495,178.65357953935757,975.7775860793671,1548.012602,1510516,174326.15858735255,174326.15858735255,.,552.8792200362203,855864,98773.85171239886,98773.85171239886,,,,,0.5666037301160662
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",57.5831982772522,70.0901022214275,11681.683703571249,1.2908066509637137,44.61024293162783,7.435040488604638,173.66669860599924,1060.3784681288619,5131.721516,5441567,184152.42783282622,184152.42783282622,.,471.8866743742453,2421591,81951.00085473937,81951.00085473937,,,,,0.445017216548101
"Phoenix-Mesa-Scottsdale, AZ",65.52311377460158,75.05827255325492,12509.712092209153,1.344427913754184,48.73679957420303,8.122799929033839,207.28190216817725,1222.0875996258867,2969.60218,3629114,253316.64226659562,253316.64226659562,.,489.41201949144585,1453359,101446.25434415594,101446.25434415594,,,,,0.4004721262545073
"Pittsburgh, PA",59.80744482262588,71.24156349899795,11873.593916499658,1.4115605231076185,42.369734661434784,7.061622443572464,156.66026630028588,739.5753515526226,2344.389921,1733853,115862.0715233614,115862.0715233614,.,439.74681462555225,1030938,68890.85308394146,68890.85308394146,,,,,0.5945936593240603
"Portland-Vancouver-Beaverton, OR-WA",58.33103065050781,69.29589065244727,11549.315108741212,1.5301276739734433,38.121675493283185,6.353612582213864,126.82104639865881,1362.0759506608479,1358.145997,1849898,172739.8973372567,172739.8973372567,.,641.1637643695827,870794,81313.05951025359,81313.05951025359,,,,,0.47072541296871495
"Providence-New Bedford-Fall River, RI-MA",61.333480923569354,68.9471086871926,11491.184781198765,1.3413795461632436,45.72418082488427,7.620696804147379,182.4480555002612,843.6559568888318,1411.660749,1190956,153923.38884557955,153923.38884557955,.,418.3023438303448,590501,76318.44924304809,76318.44924304809,,,,,0.495821004302426
"Raleigh-Cary, NC",70.88814311356755,80.32960797886341,13388.267996477234,1.3599560158886321,52.12532044078449,8.687553406797415,237.1072576501104,659.394274407944,1341.975559,884891,156347.16811505196,156347.16811505196,.,305.9794921346999,410617,72549.95827723222,72549.95827723222,,,,,0.4640311631602085
"Rochester, NY",64.0446957598947,72.19612416499113,12032.687360831855,1.3054372101690606,49.0599588099688,8.176659801661465,210.03986496826283,857.4454035556953,840.370707,720572,180097.71678049586,180097.71678049586,.,493.93082902876574,415085,103745.16463286408,103745.16463286408,,,,,0.5760493052741434
"Sacramento--Arden-Arcade--Roseville, CA",69.85125988721772,81.45538801610311,13575.898002683853,1.4338792967235054,48.71488140377769,8.119146900629614,207.0955042720264,1413.0147860308737,1219.827292,1723634,292629.00965689326,292629.00965689326,.,509.14420760475986,621068,105441.47642108904,105441.47642108904,,,,,0.3603247557196017
"Salt Lake City, UT",64.533357950474,73.63082092404174,12271.803487340288,1.3973954385618328,46.181171177208256,7.696861862868042,186.11323464162413,1418.9468389746553,719.719,1021243,264084.7859860809,264084.7859860809,.,731.0589271646295,526157,136059.7416482447,136059.7416482447,,,,,0.5152123441727385
"San Antonio, TX",70.32926978564988,78.44122099660329,13073.536832767215,1.4317823771593792,49.120083406237626,8.18668056770627,210.55500198621357,1136.9073371227814,1546.484874,1758210,239381.52662602803,239381.52662602803,.,464.39186834232174,718175,97780.03076119898,97780.03076119898,,,,,0.40846940922870417
"San Diego-Carlsbad-San Marcos, CA",74.20890235679654,85.35836948386564,14226.394913977607,1.4519495177769537,51.109836429035134,8.518306071505855,227.95879574395875,1558.6954968295993,1896.936256,2956746,355318.3483888069,355318.3483888069,.,580.5803945791629,1101324,132348.40758081837,132348.40758081837,,,,,0.3724783934771536
"San Francisco-Oakland-Fremont, CA",72.54220040456146,85.18341725224566,14197.236208707609,1.4529772069649314,49.926592142551286,8.321098690425213,217.52602234860197,2419.4675820015173,1356.171095,3281212,526297.15931418,526297.15931418,.,1303.5176804148005,1767793,283549.01608170767,283549.01608170767,,,,,0.5387622012841596
"San Jose-Sunnyvale-Santa Clara, CA",67.91398003597122,78.19454265262493,13032.423775437488,1.3990667972183513,48.5423427751977,8.09039046253295,205.63111821934123,2247.211920874815,740.693828,1664496,462096.700165322,462096.700165322,.,1157.0664795656971,857032,237928.87404721085,237928.87404721085,,,,,0.5148897924657074
"Seattle-Tacoma-Bellevue, WA",59.237163329958236,69.52987656850078,11588.312761416797,1.4725838457083096,40.22668284906065,6.704447141510109,141.2133691862444,1169.1810890127867,2616.697301,3059393,165104.00076833792,165104.00076833792,.,548.6931940699853,1435764,77482.81458418448,77482.81458418448,,,,,0.4692970141462702
"Miami-Fort Lauderdale-Pompano Beach, FL",59.3962086848502,72.01367449916108,12002.279083193514,1.336871859668785,44.42924597093833,7.404874328489722,172.26032303962518,1715.2084870415904,3207.994271,5502379,295462.3680580911,295462.3680580911,.,567.6160386135552,1820909,97777.72217404339,97777.72217404339,,,,,0.3309312208410217
"St. Louis, MO-IL",55.946693712217225,67.15525630651524,11192.54271775254,1.443560196227148,38.756051779785885,6.459341963297647,131.07698004304893,899.0472029916936,2392.205874,2150706,117844.39228430118,117844.39228430118,.,488.93826936569087,1169641,64088.55177592955,64088.55177592955,,,,,0.5438404877282158
"Tampa-St. Petersburg-Clearwater, FL",65.03700942892235,76.22383170739074,12703.97195123179,1.3634427948695305,47.70057803205878,7.950096338676463,198.56132196203038,985.1457564595692,2478.587543,2441770,195611.84372789648,195611.84372789648,.,376.1138082989228,932231,74681.65498400778,74681.65498400778,,,,,0.3817849346990093
"Washington-Arlington-Alexandria, DC-VA-MD-WV",60.64773014173051,74.54500532214232,12424.167553690384,1.428075576367832,42.46815164781543,7.078025274635905,157.38889667868523,1339.8831695910785,3423.26115,4586770,210882.73374027954,210882.73374027954,.,692.4774056457832,2370531,108988.25484950817,108988.25484950817,,,,,0.5168192431711204
,,,,,,,,,,,,,,,,,,,,,,
,64.65731330180749,75.3978838003896,12566.313966731597,1.3744978068284666,47.09539216101657,7.849232026836097,194.54800809912666,1162.297147396598,2286.854317450981,2784957.3529411764,,,,,,,,,,,,
Notes:,,,,,,,,,,,,,,,,,,,,,,
1 San Francisco-San Jose were combined for the circuity analysis used the same commute distance for cicuity,,,,,,,,,,,,,,,,,,,,,,
"2 Los Angeles-Inland Empire and Baltimore-Washington used the same average commute distance, as they were grouped together in the NHTS data",,,,,,,,,,,,,,,,,,,,,,
3 Circuitry is from a sample of OD points with network distance matched to average commute distance with circuity weighted by matching network distance to each work commute distance interval,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
Data Sources:,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
"Circuity: Networks are Census Tiger 2008 2010 county-level shapefiles merged together, commute distances are from 2009 NHTS",,,,,,,,,,,,,,,,,,,,,,
Urbanized Area: Census 2000 2010 Urbanized Area (census.gov),,,,,,,,,,,,,,,,,,,,,,
Employment: 2010 MSA Business Patterns (NAICS - from Censtats),,,,,,,,,,Paid employees for pay period including March 12 (number),,,,Total for all sectors,,,,,,,,
"Speeds - 2012 Urban Mobility Report, Exhibit A-8. Composite Freeway and Arterial (25% Freeway, 75% Arterial), VMT/VHT -> converted to km/h",,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
http://censtats.census.gov/cgi-bin/msanaic/msasect.pl,,,,,,,,,,,,,,,,,,,,,,
