0.5,Network Speed (congested) [km/h],Network Speed (freeflow) [km/h],30 min Distance [m],Circuity [ ],Average Airline Speed [km/h],Airline Radius [km],Area covered in $A$1$ hrs [km2],Urbanized area density [people/km2],Area [km2],Population,Accessibility,"MinPA,P",.,Employment Density,Employment,Employment Accessibility,"Min EA, E"
Columbus,60.79675,71.13219,30398.375,1.2318007117105125,49.35599518819563,24.677997594097814,1913.2411266128934,1106.7339674828359,1030.05784,1140000,2117448.942807618,1140000,.,750.9364716839591,773508,1436722.541099329,773508
Dallas-Fort Worth,56.96404,70.06577,28482.019999999997,1.28073828241255,44.477502376750856,22.238751188375428,1553.7125169053393,1122.3258612680775,3644.217906,4090000,1743771.7386987773,1743771.7386987773,.,713.7561658202335,2601083,1108971.8888532596,1108971.8888532596
Denver,50.87279,67.15208,25436.395,1.3624170687198283,37.340100302620066,18.670050151310033,1095.0673786209977,1567.4515055293143,1291.905997,2025000,1716465.0112755226,1716465.0112755226,.,836.3681277965303,1080509,915879.4532682981,915879.4532682981
Detroit,50.51411,65.16321,25257.055,1.2404706690512513,40.721728663390884,20.360864331695442,1302.393718598925,1233.4944074099687,3267.140877,4030000,1606495.3681376467,1606495.3681376467,.,597.8523955763907,1953268,778639.204648011,778639.204648011
Grand Rapids,56.83914564234036,63.091451662997805,28419.572821170183,1.2691423531186306,44.785476981893325,22.392738490946662,1575.3036864032495,832.6530183104809,666.544152,555000,1311681.3692392928,555000,.,796.5938916526567,530965,1254877.2940867408,530965
Hampton Roads,54.51603,64.32891,27258.015,1.33286134896737,40.90150115181607,20.450750575908035,1313.9183458364748,1114.0347356616915,1364.40988,1520000,1463750.677084984,1463750.677084984,.,420.4264483924728,573634,552406.0236177419,552406.0236177419
Hartford,68.56857,75.42543,34284.284999999996,1.248188427496807,54.934470220583265,27.467235110291632,2370.1714503721755,715.700947685785,1215.591516,870000,1696333.9532091576,870000,.,467.1972389777686,567921,1107337.5575178138,567921
Honolulu,58.40320294694695,68.9157794773974,29201.601473473474,1.4345760151247269,40.71112463278509,20.355562316392547,1301.7155143503685,1753.595502073632,399.179856,700000,2282682.4709442705,700000,.,802.7985259857402,320461,1045015.2961732454,320461
Houston,53.7673,68.82214,26883.649999999998,1.3256758820161785,40.55840551178091,20.279202755890456,1291.9676147823552,1082.0570893248787,3354.721332,3630000,1397982.7167534013,1397982.7167534013,.,557.6558571810459,1870780,720473.3076716056,720473.3076716056
Indianapolis,53.33619,65.07016,26668.095,1.2574853167659508,42.41496046822405,21.207480234112026,1412.9539715915844,719.244812499162,1432.0576,1030000,1016259.8143673354,1016259.8143673354,.,568.0393023297387,813465,802613.388246917,802613.388246917
Inland Empire2,57.81975,71.69648,28909.875,1.358982264831871,42.54636097635408,21.27318048817704,1421.722125907384,1434.3253447427585,1136.422783,1630000,2039212.078370516,1630000,.,772.155410052176,877495,1097790.4311102675,877495
Jacksonville,54.3979,63.64554,27198.95,1.3650878893320424,39.84937557875317,19.924687789376584,1247.1908688218068,837.0706791340551,1063.231603,890000,1043986.9075744621,890000,.,467.6516373262844,497222,583250.8518629092,497222
Kansas City,63.34106,69.04175,31670.53,1.2891952834704137,49.13224614776031,24.566123073880156,1895.9335825735932,941.4472355544217,1513.627048,1425000,1784921.4301087002,1425000,.,588.9244653614303,891412,1116561.6714779346,891412
Las Vegas,50.76474,64.47121,25382.370000000003,1.3357992608385252,38.00327001838083,19.001635009190416,1134.3101445929178,1755.5750317549087,740.498114,1300000,1991366.5681136267,1300000,.,934.3372885349443,691875,1059828.2648566274,691875
Los Angeles2,47.96656,70.9905,23983.28,1.2561116913129733,38.186540521617225,19.093270260808612,1145.276930047304,2881.990935894984,4319.930311,12450000,3300677.731485964,3300677.731485964,.,1226.6024260871461,5298837,1404799.4609376618,1404799.4609376618
Louisville,57.96375,68.97688,28981.875,1.3315074307179493,43.532426979206505,21.766213489603253,1488.3862243645021,848.5822084326122,1013.455139,860000,1263018.0692719067,860000,.,509.17497987051996,516026,757849.0258303545,516026
Memphis,57.32139,64.77317,28660.695,1.3251931697179655,43.25512031743978,21.62756015871989,1469.4842313159272,946.3821075160068,1035.522536,980000,1390693.5837943065,980000,.,519.0287814267327,537466,762704.6099057047,537466
Milwaukee,57.25628,65.84471,28628.14,1.2090232904836757,47.35746651918868,23.67873325959434,1761.435736417196,1109.84168212254,1261.441179,1400000,1954914.800656016,1400000,.,619.6594918675951,781664,1091490.3733857027,781664
Minneapolis-St.Paul,55.30265,69.68134,27651.325,1.2663204916847495,43.671922205431386,21.835961102715693,1497.9402713367353,1049.2157487922923,2316.01556,2430000,1571662.5234367023,1571662.5234367023,.,709.1480853436063,1642398,1062261.475377528,1062261.475377528
Nashville,60.80458,70.53332,30402.29,1.38010753825862,44.057856590451976,22.028928295225988,1524.532233837102,761.8615008051859,1115.688349,850000,1161482.4156970172,850000,.,568.9509983401288,634772,867384.1364433258,634772
New Orleans,56.71207,65.21888,28356.035,1.3350927949246025,42.47799869461713,21.238999347308564,1417.1570311030596,2137.0329710580395,512.392656,1095000,3028511.300633962,1095000,.,1056.4398097071867,541312,1497141.1042637178,541312
New York,51.8687,66.91063,25934.35,1.2662626287716936,40.962039644425055,20.481019822212527,1317.8106969497678,1980.8358108488483,8683.203275,17200000,2610366.620437779,2610366.620437779,.,908.0231972342027,7884550,1196602.6823937611,1196602.6823937611
Oklahoma City,59.51772,65.46949,29758.859999999997,1.2967907813321766,45.89616216955074,22.94808108477537,1654.408010341722,970.1899612180936,834.888045,810000,1605090.0433923386,810000,.,528.7128048407975,441416,874706.699498855,441416
Orlando,45.74069,60.83512,22870.345,1.3124498405407798,34.85138142967283,17.425690714836414,953.9593649749451,1047.9139885488814,1173.760455,1230000,999667.3630644528,999667.3630644528,.,697.0127478012538,818126,664921.8382719256,664921.8382719256
Philadelphia,52.86588,66.61101,26432.94,1.2192698044836818,43.35863957722372,21.67931978861186,1476.5262622899686,1099.6163268490113,4660.716538,5125000,1623612.3850353952,1623612.3850353952,.,547.2707853403464,2550674,808059.6871390773,808059.6871390773
Phoenix,52.44265,67.12659,26221.325,1.3350077872231905,39.282654754456864,19.641327377228432,1211.9690838528165,1401.3597327768193,2069.418674,2900000,1698404.6714817495,1698404.6714817495,.,677.8860254935537,1402830,821576.9052740493,821576.9052740493
Pittsburgh,58.55113,64.40624,29275.565,1.303232635642618,44.9276118466207,22.46380592331035,1585.31857935693,799.4758065881405,2207.696575,1765000,1267423.8499305467,1267423.8499305467,.,470.4636550881092,1038641,745834.77332335,745834.77332335
Portland,53.08795,67.95258,26543.975,1.4641031792120254,36.25970543180688,18.12985271590344,1032.614988623276,1295.3047985550368,1227.510314,1590000,1337551.1498235841,1337551.1498235841,.,714.7467438713512,877359,738058.2007912389,738058.2007912389
Providence,62.4824,71.22993,31241.2,1.255717728071193,49.75831638211733,24.879158191058664,1944.5594974022565,927.6286640084529,1304.401262,1210000,1803829.128660204,1210000,.,482.44740198664414,629305,938147.6775301731,629305
Raleigh,61.62895,70.25701,30814.475000000002,1.2616296466943198,48.8486856356603,24.42434281783015,1874.1124544854597,954.3449701689278,827.79291,790000,1788549.794469142,790000,.,742.4501860012307,614595,1391435.1404199526,614595
Rochester,62.089397559255026,65.81476141281033,31044.698779627513,1.2237660442513634,50.7363297510335,25.36816487551675,2021.7524402613828,869.9136924744846,764.443652,665000,1758750.1305770795,665000,.,595.4448033012118,455184,1203841.984115184,455184
Sacramento,53.29741,67.68771,26648.704999999998,1.460694660423109,36.48771467718087,18.243857338590434,1045.642454217274,1538.0035288978304,955.784543,1470000,1608201.7845515555,1470000,.,612.258279636146,585187,640203.2501335858,585187
Salt Lake City,52.23418,63.7257,26117.09,1.4182941706786207,36.82887589886036,18.41443794943018,1065.2874438138704,1539.5789483851775,597.565978,920000,1640094.1224748923,920000,.,1022.958171156123,611285,1089744.4952794178,611285
San Antonio,59.60624,71.52749,29803.12,1.3653202546365113,43.657332261483916,21.828666130741958,1496.93957281703,1193.6639046698626,1055.573512,1260000,1786842.7355436122,1260000,.,601.997864455697,635453,901154.4260550755,635453
San Diego,53.16983,70.71587,26584.914999999997,1.3907117579567645,38.23209927995229,19.116049639976143,1148.011323867705,1372.086028348845,2026.112024,2780000,1575170.2978651389,1575170.2978651389,.,533.9102612225552,1081762,612935.0258126578,612935.0258126578
San Francisco1,53.32521,72.52228,26662.605,1.414488153559522,37.69929770412606,18.84964885206303,1116.2369667680605,3692.1786197984,1107.747057,4090000,4121346.2633296503,4090000,.,1849.2479732221034,2048499,2064198.9484314243,2048499
San Jose1,50.66389,67.88962,25331.945,1.4093660178430478,35.94800027713036,17.97400013856518,1014.9376284046831,2486.329968574823,673.683711,1675000,2523469.841736821,1675000,.,1548.2013042170763,1042998,1571327.7599951166,1042998
Seattle,58.18665,73.89704,29093.325,1.3977381955141213,41.62914785239705,20.814573926198523,1361.083983043583,1109.3651265048711,2469.881137,2740000,1509939.1050328983,1509939.1050328983,.,599.9134848245129,1481715,816532.6354065042,816532.6354065042
South Florida,59.82909,81.36757,29914.545000000002,1.2547499477207007,47.68208208231587,23.841041041157936,1785.6663038043005,1717.595801458869,2890.668454,4965000,3067052.9462208436,3067052.9462208436,.,514.0451157391708,1485934,917913.041810619,917913.041810619
St. Louis,56.50248,66.67293,28251.239999999998,1.353113697550051,41.75737789241469,20.878688946207344,1369.4819766319877,957.1610570629796,2146.974101,2055000,1310814.816381772,1310814.816381772,.,568.5308450770176,1220621,778592.7454923284,778592.7454923284
Tampa Bay,47.58084,59.95186,23790.420000000002,1.2927340358099582,36.80636440440619,18.403182202203094,1063.9855369491543,962.522066540267,2077.87444,2000000,1024109.5577932555,1024109.5577932555,.,501.91290672982143,1042912,534028.0735686398,534028.0735686398
Washington2,49.55658,67.39695,24778.289999999997,1.3271067359638802,37.341819355627756,18.670909677813878,1095.1682097482899,1345.122642374673,2996.00934,4030000,1473135.5561413597,1473135.5561413597,.,760.5570415211055,2278636,832937.8935741249,832937.8935741249
,,,,,,,,,,,,,,,,,
