0.3333333333333333,Network Speed (congested) [km/h],Network Speed (freeflow) [km/h],20 min Distance [m],Circuity [ ],Average Airline Speed [km/h],Airline Radius [km],Area covered in $A$1$ hrs [km2],Urbanized area density [people/km2],Area [km2],Population,Accessibility,"MinPA,P",.,Employment Density,Employment,Employment Accessibility,"Min EA, E"
Detroit,59.74012668400049,69.89594822028057,19913.375561333494,1.244115595775388,48.01814790109418,16.006049300364726,804.855976285264,1369.2488100986411,2899.4,3970000,1102048.0878293777,1102048.0878293777,.,717.3484169138442,2079880,577362.1604318806,577362.1604318806
Grand Rapids,70.9393812037455,83.70846982041968,23646.460401248496,1.2817605615059422,55.34526754388411,18.448422514628035,1069.2231314541118,1190.58976132826,578.2,688399,1273006.1128846058,688399,.,583.4226911103424,337335,623809.0367503853,337335
Hampton Roads,64.89864925681238,85.66621701899234,21632.883085604124,1.3279800701748417,48.870198216354126,16.29006607211804,833.6726697855372,770.8418174413869,1718.9,1325000,642629.7559286967,642629.7559286967,.,406.65483739600904,698999,339017.02397313435,339017.02397313435
Hartford,70.55011752171079,84.66014102605294,23516.70584057026,1.2505150819135913,56.41684657953265,18.805615526510884,1111.0279343530997,1320.2112337974077,624.9,825000,1466791.559995691,825000,.,899.2942870859338,561969,999141.0741566285,561969
Honolulu,61.85177096411715,73.60360744729941,20617.256988039047,1.391616228451807,44.445997179070076,14.815332393023358,689.5609701202693,2328.0373051224947,359.2,836231,1605323.6625964448,836231,.,1218.034521158129,437518,839909.0660497772,437518
Houston,61.86592987183512,73.62045654748378,20621.976623945036,1.3387498825041777,46.211716378351994,15.403905459450664,745.4380580146022,951.0379431344899,3049.3,2900000,708939.8774283759,708939.8774283759,.,577.114747647001,1759796,430203.29673756764,430203.29673756764
Indianapolis,66.18181659192213,78.0945435784681,22060.605530640707,1.2503690377090788,52.92982679192072,17.643275597306904,977.9312151894353,778.1620553359684,1214.4,945000,760988.9643890122,760988.9643890122,.,514.6335638998682,624971,503276.2265218681,503276.2265218681
Inland Empire2,65.10221093956217,72.91447625230963,21700.736979854057,1.3517235884128587,48.16236950928899,16.054123169762995,809.6979765218668,1078.3820073850286,1191.6,1285000,873163.7292972466,873163.7292972466,.,643.6329305135952,766953,521148.28145969735,521148.28145969735
Jacksonville,55.540281389808555,57.20648983150281,18513.427129936183,1.361335749578314,40.79837131068706,13.599457103562353,581.0225869165936,547.5701574264202,1314.9,720000,318150.6293862251,318150.6293862251,.,337.5785230816031,443882,196140.74676835604,196140.74676835604
Kansas City,63.2199184408059,65.11651599403008,21073.306146935298,1.2910908276182511,48.96628268781933,16.32209422927311,836.9540865452296,587.9073539100907,1973.1,1160000,492051.462365043,492051.462365043,.,390.9122700319295,771309,327175.6218838957,327175.6218838957
Las Vegas,58.291697709553844,60.04044864084045,19430.565903184615,1.3366132908202915,43.611490406308704,14.537163468769567,663.9100162779988,1175.4827875734677,595.5,700000,780414.7966324084,700000,.,623.2208228379513,371128,413762.5466351321,371128
Los Angeles2,48.11622779676405,49.559714630666974,16038.74259892135,1.281490126533111,37.54709209265284,12.515697364217612,492.1074943372601,2243.04205212814,5091.3,11420000,1103817.803965885,1103817.803965885,.,1186.7479818513934,6042090,584007.5757586894,584007.5757586894
Louisville,62.48721285155351,64.98670136561566,20829.070950517835,1.3775195874982225,45.36212291909362,15.120707639697873,718.2805481360523,1106.8597977589507,731.8,810000,795035.8622440591,795035.8622440591,.,610.6531839300355,446876,438620.30367429147,438620.30367429147
Memphis,65.30803220505597,67.9203534932582,21769.344068351988,1.323930461422739,49.328899143897495,16.442966381299165,849.3959979000573,973.6216460998529,883.3,860000,826990.329666081,826990.329666081,.,507.457262538209,448237,431032.16790527344,431032.16790527344
Milwaukee,64.48552107198695,67.06494191486644,21495.173690662315,1.2186336349093323,52.91624917014928,17.638749723383093,977.42955939642,927.6018099547512,1326,1230000,906665.4283993941,906665.4283993941,.,582.7692307692307,772752,569615.8724605598,569615.8724605598
Minneapolis-St.Paul,63.564185114523426,66.10675251910436,21188.06170484114,1.294778761107952,49.092699867992174,16.364233289330723,841.2812255319653,730.0860847771603,2753.1,2010000,614207.7161451638,614207.7161451638,.,474.96422214957687,1307624,399578.48289383267,399578.48289383267
Nashville,63.73443651931945,66.28381398009223,21244.812173106482,1.3556471646875112,47.01403003635596,15.671343345451987,771.5468884596288,451.2058776553266,1252.2,565000,348126.4909596632,348126.4909596632,.,395.8768567321514,495717,305437.55702486966,305437.55702486966
New Orleans,62.63669301231881,65.14216073281156,20878.897670772934,1.3639553136628404,45.92283367708785,15.30761122569595,736.1472942180491,1501.072194424589,699.5,1050000,1105010.2343516105,1050000,.,735.8484631879915,514726,541692.8551303496,514726
New York,59.42988867805861,62.40138311196155,19809.962892686202,1.2842535380482079,46.27582242707261,15.425274142357537,747.5076731656997,2072.731059077716,7683.1,15925000,1549382.37106946,1549382.37106946,.,1112.89362366753,8550473,831896.5231086591,831896.5231086591
Oklahoma City,69.71442539828774,72.50300241421925,23238.141799429246,1.2897910723541097,54.050944290570946,18.016981430190313,1019.7974802089349,411.8665313675163,1675.3,690000,420020.4508709874,420020.4508709874,.,268.6814301916075,450122,274000.6454883342,274000.6454883342
Orlando,58.78311324728174,61.72226890964583,19594.371082427246,1.3541020206663816,43.411140630565896,14.470380210188631,657.8240655287623,841.4049505919186,1022.1,860000,553496.4253544032,553496.4253544032,.,545.3947754622835,557448,358773.8085127458,358773.8085127458
Philadelphia,63.17625705355521,66.96683247676853,21058.75235118507,1.2265252494853012,51.50832164284142,17.169440547613807,926.1091204306324,1518.9201737803867,3015.3,4580000,1406685.8261440971,1406685.8261440971,.,926.9117500746194,2794917,858421.4255784239,858421.4255784239
Phoenix,62.02920484038443,65.13066508240365,20676.401613461476,1.3059498158416865,47.497387792352896,15.832462597450965,787.4932032583802,987.2876940710638,1919.4,1895000,777482.3487416017,777482.3487416017,.,519.1700531416067,996495,408842.8881843073,408842.8881843073
Pittsburgh,65.42916793409438,68.70062633079911,21809.722644698126,1.330058039366363,49.19271640601842,16.397572135339473,844.7126011612822,883.2870186581977,2015.2,1780000,746123.6751027602,746123.6751027602,.,474.4710202461294,956154,400791.6496877554,400791.6496877554
Portland,65.14077091573358,68.39780946152027,21713.59030524453,1.458124272104456,44.67436154925146,14.891453849750485,696.6651284943378,1184.1974325803562,1004.9,1190000,824989.0565312587,824989.0565312587,.,720.9991043884963,724532,502294.9337031142,502294.9337031142
Providence,70.3388720650424,75.26259310959537,23446.290688347464,1.2713656590722755,55.32544595892984,18.44181531964328,1068.4573965367101,1415.4601861427093,773.6,1095000,1512358.9053874062,1095000,.,704.0692864529473,544668,752268.0367849752,544668
Raleigh,68.77871409522666,74.2810112228448,22926.238031742218,1.2718152957128177,54.07916882826768,18.02638960942256,1020.862802115648,1097.213078779899,455.7,500000,1120104.018121185,500000,.,877.1143296028089,399701,895413.3922941115,399701
Rochester,70.51493653768364,78.27157955682884,23504.978845894544,1.2523603170809248,56.30562991810856,18.768543306036186,1106.651829303107,1079.136690647482,569.9,615000,1194228.5927731371,615000,.,844.8271626601158,481467,934929.5250027707,481467
Sacramento,61.557786724694,68.32914326441035,20519.262241564666,1.4530437206861992,42.364717488076245,14.121572496025415,626.4926677312119,1272.1174973979414,864.7,1100000,796972.2846123893,796972.2846123893,.,793.2751243205736,685945,496981.0488804049,496981.0488804049
Salt Lake City,65.14395936703976,73.61267408475491,21714.653122346583,1.3430648675798638,48.50395609292196,16.16798536430732,821.2241029470332,1215.620726333384,658.1,800000,998297.0405069542,800000,.,728.3665096489894,479338,598152.133503153,479338
San Antonio,68.13115721225047,77.66951922196553,22710.385737416822,1.4119484182327386,48.25329051150937,16.084430170503122,812.7579605253408,1031.2913177611283,1134.5,1170000,838190.2281310258,838190.2281310258,.,501.6738651388277,569149,407739.42747909843,407739.42747909843
San Diego,59.33004339689815,68.22954990643287,19776.68113229938,1.4037101783008972,42.26659057834391,14.088863526114636,623.5938124236349,1283.9160839160838,1787.5,2295000,800642.1256012542,800642.1256012542,.,688.3613986013986,1230446,429257.9088791115,429257.9088791115
San Francisco1,53.93632527694484,62.02677406848657,17978.775092314947,1.416567988314142,38.07535234587256,12.691784115290853,506.0520926960514,1623.3049162948894,2263.9,3675000,821476.8499748172,821476.8499748172,.,870.3507222050443,1970387,440442.80435138236,440442.80435138236
San Jose1,57.58663731743308,66.80049928822237,19195.545772477693,1.4096273423355778,40.85238388042272,13.61746129347424,582.5620256488032,1608.4873374401095,876.6,1410000,937043.6415295603,937043.6415295603,.,1079.5836185261237,946363,628924.4196658435,628924.4196658435
Seattle,57.751551670614234,67.56931545461865,19250.517223538074,1.4556418481376483,39.67428646304838,13.22476215434946,549.4467549717591,1477.6384054639784,1522.7,2250000,811883.6269038274,811883.6269038274,.,859.2224338346358,1308338,472096.97806937766,472096.97806937766
South Florida,57.26708654428858,59.557770006060125,19089.02884809619,1.2768819195755856,44.84916394095643,14.949721313652143,702.1276342853538,4280.709437267353,913.4,3910000,3005604.3902515145,3005604.3902515145,.,1616.0335012042917,1476085,1134661.7791264467,1134661.7791264467
St. Louis,65.02916552345445,79.98587359384898,21676.38850781815,1.3693210998382908,47.49007777002343,15.830025923341143,787.2508257219608,1039.2364793213148,1886,1960000,818139.7764660886,818139.7764660886,.,606.7529162248144,1144336,477666.73430719285,477666.73430719285
Tampa Bay,57.77265252370572,71.06036260415804,19257.55084123524,1.31708692332256,43.863963342650976,14.621321114216991,671.6192000446076,1022.1667558091162,1682.7,1720000,686506.8188487104,686506.8188487104,.,543.5971949842515,914711,365090.31324181554,365090.31324181554
Washington2,57.16639723788157,76.03130832638249,19055.465745960522,1.387225432085199,41.209161766845824,13.736387255615274,592.7818865395902,1267.0644976702363,2446.6,3100000,751092.8832963009,751092.8832963009,.,905.0723452955122,2214350,536510.4922990851,536510.4922990851
,,,,,,,,,,,,,,,,,
