0.6666666666666666,Network Speed (congested) [km/h],Network Speed (freeflow) [km/h],40 min Distance [m],Circuity [ ],Average Airline Speed [km/h],Airline Radius [km],Area covered in $A$1$ hrs [km2],Urbanized area density [people/km2],Area [km2],Population,Accessibility,"MinPA,P",.,Employment Density,Employment,Employment Accessibility,"Min EA, E"
Columbus,67.72593293272408,77.20756354330544,45150.621955149385,1.2064902089048501,56.134672650348286,37.42311510023219,4399.76766224782,973.9169371991493,893.3,870000,4285008.246004258,870000,.,758.8257024515841,677859,3338656.786928966,677859
Dallas-Fort Worth,66.03146949483623,76.59650461401002,44020.979663224156,1.2511891343902113,52.77497037010141,35.183313580067605,3888.8693320653933,869.5652173913044,3737.5,3250000,3381625.5061438205,3250000,.,528.8577926421405,1976606,2056658.850829819,1976606
Denver,65.00214079321759,76.05250472806458,43334.76052881173,1.3407119414349367,48.48330113599729,32.32220075733152,3282.099322526298,1329.5186805789297,1188.4,1580000,4363612.3608141625,1580000,.,811.9421070346684,964912,2664874.63942906,964912
Detroit,59.74012668400049,69.89594822028057,39826.75112266699,1.2045476702347175,49.595485641809056,33.063657094539366,3434.4061177982753,1369.2488100986411,2899.4,3970000,4702556.490190782,3970000,.,717.3484169138442,2079880,2463665.791641814,2079880
Grand Rapids,70.9393812037455,83.70846982041968,47292.92080249699,1.2419710808941744,57.11838407112644,38.07892271408429,4555.323029546053,1190.58976132826,578.2,688399,5423520.958520361,688399,.,583.4226911103424,337335,2657678.820774676,337335
Hampton Roads,64.89864925681238,85.66621701899234,43265.76617120825,1.3127863353875946,49.435804980138926,32.95720332009262,3412.3264712386913,770.8418174413869,1718.9,1325000,2630363.9387929873,1325000,.,406.65483739600904,698999,1387639.0663036674,698999
Hartford,70.55011752171079,84.66014102605294,47033.41168114052,1.2188864904956345,57.880793717734186,38.58719581182279,4677.742493238896,1320.2112337974077,624.9,825000,6175608.188385485,825000,.,899.2942870859338,561969,4206667.100628851,561969
Honolulu,61.85177096411715,73.60360744729941,41234.513976078095,1.4538117652110458,42.54455249585788,28.363034997238586,2527.2911372601484,2328.0373051224947,359.2,836231,5883628.048447081,836231,.,1218.034521158129,437518,3078327.8501998484,437518
Houston,61.86592987183512,73.62045654748378,41243.95324789007,1.2856652497453485,48.11978070037196,32.079853800247975,3233.0664692301666,951.0379431344899,3049.3,2900000,3074768.8849137453,2900000,.,577.114747647001,1759796,1865850.339515748,1759796
Indianapolis,66.18181659192213,78.0945435784681,44121.211061281414,1.200222268133452,55.14130036501157,36.76086691000771,4245.4268454452895,778.1620553359684,1214.4,945000,3303630.079830203,945000,.,514.6335638998682,624971,2184839.1477476843,624971
Inland Empire2,65.10221093956217,72.91447625230963,43401.47395970811,1.3212182810798512,49.2743794661645,32.84958631077633,3390.0779323142947,1078.3820073850286,1191.6,1285000,3655799.045840776,1285000,.,643.6329305135952,766953,2181965.794244919,766953
Jacksonville,55.540281389808555,57.20648983150281,37026.854259872365,1.315575364132373,42.21748362279312,28.14498908186208,2488.5824939812182,547.5701574264202,1314.9,720000,1362673.5079979291,720000,.,337.5785230816031,443882,840092.0028849122,443882
Kansas City,63.2199184408059,65.11651599403008,42146.612293870596,1.2688501335417108,49.82457484111355,33.21638322740903,3466.2074996723272,587.9073539100907,1973.1,1160000,2037808.8792356695,1160000,.,390.9122700319295,771309,1354983.0420986079,771309
Las Vegas,58.291697709553844,60.04044864084045,38861.13180636923,1.3314821860068244,43.77955508693157,29.18637005795438,2676.147471800499,1175.4827875734677,595.5,700000,3145765.2901097382,700000,.,623.2208228379513,371128,1667830.82941121,371128
Los Angeles2,48.11622779676405,49.559714630666974,32077.4851978427,1.2433543124840745,38.6987259493503,25.799150632900197,2091.0320485451794,2243.04205212814,5091.3,11420000,4690272.817234487,4690272.817234487,.,1186.7479818513934,6042090,2481528.0635975767,2481528.0635975767
Louisville,62.48721285155351,64.98670136561566,41658.14190103567,1.3141602486187556,47.54915765960089,31.699438439733925,3156.8431927818992,1106.8597977589507,731.8,810000,3494182.817919293,810000,.,610.6531839300355,446876,1927736.3468401257,446876
Memphis,65.30803220505597,67.9203534932582,43538.688136703975,1.2725419334652774,51.32092741903971,34.21395161269314,3677.5310342695775,973.6216460998529,883.3,860000,3580523.8191688405,860000,.,507.457262538209,448237,1866189.8315497483,448237
Milwaukee,64.48552107198695,67.06494191486644,42990.34738132463,1.1840651584317397,54.46112539735243,36.307416931568284,4141.337047513479,927.6018099547512,1326,1230000,3841511.7409061682,1230000,.,582.7692307692307,772752,2413443.805535547,772752
Minneapolis-St.Paul,63.564185114523426,66.10675251910436,42376.12340968228,1.2474610396413324,50.95484595879586,33.9698973058639,3625.2531669866257,730.0860847771603,2753.1,2010000,2646746.8910112665,2010000,.,474.96422214957687,1307624,1721865.5505530927,1307624
Nashville,63.73443651931945,66.28381398009223,42489.624346212964,1.3115095367813425,48.596243284462965,32.397495522975305,3297.4084743166663,451.2058776553266,1252.2,565000,1487810.084642163,565000,.,395.8768567321514,495717,1305367.7021744407,495717
New Orleans,62.63669301231881,65.14216073281156,41757.79534154587,1.3054174227361475,47.98211814963574,31.988078766423826,3214.5944175171558,1501.072194424589,699.5,1050000,4825338.29648751,1050000,.,735.8484631879915,514726,2365454.3619026956,514726
New York,59.42988867805861,62.40138311196155,39619.925785372405,1.2530601802762187,47.42780084589246,31.618533897261642,3140.7497197088087,2072.731059077716,7683.1,15925000,6509929.492830079,6509929.492830079,.,1112.89362366753,8550473,3495320.3365995153,3495320.3365995153
Oklahoma City,69.71442539828774,72.50300241421925,46476.28359885849,1.2672988581834221,55.010248725559606,36.67349915037307,4225.27102773003,411.8665313675163,1675.3,690000,1740247.7222788283,690000,.,268.6814301916075,450122,1135251.8626776678,450122
Orlando,58.78311324728174,61.72226890964583,39188.74216485449,1.3255911469497201,44.34482938615415,29.563219590769435,2745.701564755734,841.4049505919186,1022.1,860000,2310246.889433452,860000,.,545.3947754622835,557448,1497491.288396394,557448
Philadelphia,63.17625705355521,66.96683247676853,42117.50470237014,1.1865529546953812,53.24352090950225,35.49568060633483,3958.22874624588,1518.9201737803867,3015.3,4580000,6012233.495110314,4580000,.,926.9117500746194,2794917,3668928.7343784347,2794917
Phoenix,62.02920484038443,65.13066508240365,41352.80322692295,1.2808248740156463,48.42910697534337,32.28607131689558,3274.7660262044014,987.2876940710638,1919.4,1895000,3233136.198633604,1895000,.,519.1700531416067,996495,1700160.4518508671,996495
Pittsburgh,65.42916793409438,68.70062633079911,43619.44528939625,1.2770429807896806,51.23489883921931,34.156599226146206,3665.212176356784,883.2870186581977,2015.2,1780000,3237434.336003908,1780000,.,474.4710202461294,956154,1739036.9607345397,956154
Portland,65.14077091573358,68.39780946152027,43427.18061048906,1.4103524391976028,46.18758340489301,30.791722269928673,2978.6387463975134,1184.1974325803562,1004.9,1190000,3527296.356068306,1190000,.,720.9991043884963,724532,2147595.8684494807,724532
Providence,70.3388720650424,75.26259310959537,46892.58137669493,1.2344075390802982,56.981887940711005,37.987925293807336,4533.5772803947975,1415.4601861427093,773.6,1095000,6417098.141199978,1095000,.,704.0692864529473,544668,3191952.5208868585,544668
Raleigh,68.77871409522666,74.2810112228448,45852.476063484435,1.2184570449621424,56.447385141397106,37.63159009426474,4448.924254288141,1097.213078779899,455.7,500000,4881417.878306057,500000,.,877.1143296028089,399701,3902215.2147536194,399701
Rochester,70.51493653768364,78.27157955682884,47009.95769178909,1.2155184607907008,58.01223001731567,38.67482001154378,4699.011145578032,1079.136690647482,569.9,615000,5070875.33695471,615000,.,844.8271626601158,481467,3969852.253426949,481467
Sacramento,61.557786724694,68.32914326441035,41038.52448312933,1.4350462564567303,42.89602962115395,28.5973530807693,2569.2214999379134,1272.1174973979414,864.7,1100000,3268351.624762004,1100000,.,793.2751243205736,685945,2038099.5047703388,685945
Salt Lake City,65.14395936703976,73.61267408475491,43429.306244693165,1.35647149571574,48.02456931294871,32.016379541965804,3220.2850224493127,1215.620726333384,658.1,800000,3914645.2179903514,800000,.,728.3665096489894,479338,2345547.7618763237,479338
San Antonio,68.13115721225047,77.66951922196553,45420.771474833644,1.3474505651680562,50.56301060199047,33.70867373466031,3569.7122026982784,1031.2913177611283,1134.5,1170000,3681413.2015486876,1170000,.,501.6738651388277,569149,1790831.3181608836,569149
San Diego,59.33004339689815,68.22954990643287,39553.36226459876,1.4089076970134489,42.110667379178786,28.073778252785857,2476.0054889766297,1283.9160839160838,1787.5,2295000,3178983.271161603,2295000,.,688.3613986013986,1230446,1704386.6013366927,1230446
San Francisco1,53.93632527694484,62.02677406848657,35957.550184629894,1.4015576532477296,38.48312993187404,25.65541995458269,2067.798084869905,1623.3049162948894,2263.9,3675000,3356666.7970744735,3356666.7970744735,.,870.3507222050443,1970387,1799709.5565407292,1799709.5565407292
San Jose1,57.58663731743308,66.80049928822237,38391.09154495539,1.4066804044667163,40.937967952475056,27.29197863498337,2340.0218784983463,1608.4873374401095,876.6,1410000,3763895.5608974085,1410000,.,1079.5836185261237,946363,2526249.287019542,946363
Seattle,57.751551670614234,67.56931545461865,38501.03444707615,1.417955673346052,40.72874262305657,27.15249508203771,2316.164282608529,1477.6384054639784,1522.7,2250000,3422453.2973462865,2250000,.,859.2224338346358,1308338,1990100.3120637536,1308338
South Florida,57.26708654428858,59.557770006060125,38178.05769619238,1.2430345851340074,46.070388731874914,30.713592487916607,2963.542147004306,4280.709437267353,913.4,3910000,12686062.836420886,3910000,.,1616.0335012042917,1476085,4789183.391789853,1476085
St. Louis,65.02916552345445,79.98587359384898,43352.7770156363,1.3276352104199123,48.98119981533681,32.654133210224536,3349.856419776471,1039.2364793213148,1886,1960000,3481292.991920404,1960000,.,606.7529162248144,1144336,2032535.1516337898,1144336
Tampa Bay,57.77265252370572,71.06036260415804,38515.10168247048,1.2778048064694179,45.21242386255527,30.141615908370177,2854.1903629192984,1022.1667558091162,1682.7,1720000,2917458.5037268633,1720000,.,543.5971949842515,914711,1551529.8752340134,914711
Washington2,57.16639723788157,76.03130832638249,38110.931491921045,1.3212312579926235,43.26751800039591,28.84501200026394,2613.914155386797,1267.0644976702363,2446.6,3100000,3311997.826248292,3100000,.,905.0723452955122,2214350,2365781.415017066,2214350
,,,,,,,,,,,,,,,,,
