1.3333333333333333,Network Speed (congested) [km/h],Network Speed (freeflow) [km/h],80 Minute Distance,Circuity [ ],Average Airline Speed [km/h],Airline Radius [km],Area covered in $A$1$ hrs [km2],Urbanized area density [people/km2],Area [km2],Population,Accessibility,"MinPA,P",.,Employment Density,Employment,Employment Accessibility,"Min EA, E"
Detroit,57.557500000000005,65.1245,86832.66666666666,1.1812733520638485,48.72496268491883,64.9666169132251,13259.598574681888,1239.6159677445094,3267.140877,4050000,16436810.119058006,4050000,.,521.8829135906893,1705065,6919957.937197935,1705065
Grand Rapids,72.65,79.78,106373.33333333333,1.2343026815133216,58.85914459079615,78.47885945439486,19348.85358133842,900.1654252005198,666.544152,600000,17417169.011188097,600000,.,799.6064452756611,532973,15471468.032333259,532973
Hampton Roads,63.393750000000004,72.08775000000001,96117.00000000001,1.3331220930334835,47.55284630813463,63.40379507751284,12629.331996022544,1132.3576753929692,1364.40988,1545000,14300921.020782135,1545000,.,466.71825624716234,636795,5894339.8067501355,636795
Hartford,65.96974999999999,73.8185,98424.66666666667,1.2209157982173557,54.03300546714328,72.04400728952437,16305.930829104576,736.2670668721581,1215.591516,895000,12005519.864165124,895000,.,466.09078176554175,566576,7600044.0475522,566576
Honolulu,61.743500000000004,74.74425,99658.99999999999,1.4620608998697906,42.23045702507933,56.30727603343911,9960.4488327933,1766.1211842313005,399.179856,705000,17591359.688048176,705000,.,894.7946511609545,357184,8912556.338745816,357184
Houston,58.40275000000001,69.59225,92789.66666666667,1.2376203077049825,47.189553723711,62.919404964948,12437.098855476013,1137.2032495246315,3354.721332,3815000,14143509.233106397,3815000,.,675.4802488017804,2266048,8401014.629269276,2266048
Indianapolis,54.53875,64.44025,85920.33333333333,1.1835544609982929,46.08047352041425,61.44063136055233,11859.3589009788,747.1766498777703,1432.0576,1070000,8861036.053331455,1070000,.,555.537710215008,795562,6588321.088467736,795562
Inland Empire2,60.173750000000005,67.82125,90428.33333333334,1.3360729352383633,45.0377733228049,60.05036443040653,11328.728464759399,1786.307024434233,1136.422783,2030000,20236587.23450776,2030000,.,966.10699505837,1097906,10944763.814920925,1097906
Jacksonville,66.33200000000001,74.18075,98907.66666666667,1.2841484821523987,51.654462799207614,68.87261706561014,14901.948030377334,978.150007077997,1063.231603,1040000,14576340.571389534,1040000,.,508.1602150232549,540292,7572577.115381916,540292
Kansas City,63.43400000000001,69.552,92736,1.2277932150007076,51.66505175707739,68.88673567610319,14908.058335861253,1007.5137082249074,1513.627048,1525000,15020073.136396814,1525000,.,613.5044965184845,928617,9146160.823410755,928617
Las Vegas,59.52975000000001,69.83375000000001,93111.66666666669,1.3133868922800092,45.32537240162169,60.43382986882892,11473.874834367436,1897.3714766274206,740.498114,1405000,21770202.837121945,1405000,.,1137.2034365505488,842097,13048129.892193507,842097
Los Angeles2,52.92875,66.0905,88120.66666666667,1.2425894448042694,42.59552519242367,56.79403358989823,10133.402672727743,2963.010761402072,4319.930311,12800000,30025381.168912824,12800000,.,1240.2952395682755,5357989,12568411.09561266,5357989
Louisville,63.47425000000001,71.28275000000001,95043.66666666667,1.3108224413438658,48.42322499065983,64.56429998754643,13095.882389512046,902.8520008323723,1013.455139,915000,11823643.618036378,915000,.,548.676481673058,556059,7185402.673881629,556059
Memphis,67.41875,75.14675000000001,100195.66666666669,1.2370359335006367,54.50023574433645,72.6669809924486,16589.14898894455,999.4953890602725,1035.522536,1035000,16580777.92288396,1035000,.,536.1216011237055,555166,8893801.117232654,555166
Milwaukee,65.688,72.49025,96653.66666666667,1.1639337982848545,56.43619946151258,75.24826594868344,17788.644883666617,1161.3700459353722,1261.441179,1465000,20659199.325671922,1465000,.,630.2925679263876,795077,11212050.663656829,795077
Minneapolis-St.Paul,55.74625,65.688,87584,1.2097168280185802,46.082065413033824,61.442753884045096,11860.178300197527,1090.234471481703,2316.01556,2525000,12930375.220794613,2525000,.,725.8496138946493,1681079,8608705.839920074,1681079
Nashville,67.57975,75.87125,101161.66666666666,1.2471312517026993,54.18816175742037,72.25088234322715,16399.710552378943,891.8261097660705,1115.688349,995000,14625690.063217688,995000,.,651.3440788830895,726697,10681854.363688547,726697
New Orleans,56.14875000000001,67.137,89515.99999999999,1.3695515239576628,40.997909912687405,54.663879883583206,9387.517930252014,2146.791112478396,512.392656,1100000,20153040.06089661,1100000,.,898.5706461803777,460421,8435348.052616434,460421
New York,55.142500000000005,67.66025,90213.66666666667,1.2046254703094295,45.775638452867575,61.034184603823434,11702.972015461373,2098.879805390713,8683.203275,18225000,24563131.62630453,18225000,.,941.2058823418481,8172682,11014906.101834279,8172682
Oklahoma City,69.02875,75.95175000000002,101269.00000000001,1.2226100071300814,56.46015458521892,75.28020611362523,17803.74936026251,1048.044711192385,834.888045,875000,18659125.35641793,875000,.,575.9766269021136,480876,10254543.502734663,480876
Orlando,58.16125,69.069,92092,1.2938955646318264,44.95049800758038,59.9339973434405,11284.864823486758,1197.00744220421,1173.760455,1405000,13508067.177982148,1405000,.,800.1002214715096,939126,9029022.844547803,939126
Philadelphia,59.77125,68.06275000000001,90750.33333333334,1.153822612145486,51.80280692268442,69.07040923024589,14987.663400686975,1139.3097942572194,4660.716538,5310000,17075591.705433134,5310000,.,550.5520404596638,2565967,8251488.666970838,2565967
Phoenix,63.75600000000001,70.47775000000001,93970.33333333334,1.2585556789471462,50.65806866275122,67.54409155033495,14332.587523611608,1655.0541671588298,2069.418674,3425000,23721208.707122047,3425000,.,794.5956130866538,1644351,11388611.17044229,1644351
Pittsburgh,68.46525000000001,76.83725000000001,102449.66666666667,1.238920592591702,55.262016314360665,73.68268841914755,17056.14185523104,822.1238464348299,2207.696575,1815000,14022260.947360639,1815000,.,483.8373226175794,1068166,8252398.009420619,1068166
Portland,60.938500000000005,71.44375000000001,95258.33333333334,1.4293416108501145,42.63396485306004,56.84528647074672,10151.700384434407,1466.3827908170226,1227.510314,1800000,14886278.741265167,1800000,.,771.7393403506668,947318,7834466.55812102,947318
Providence,61.542249999999996,68.06275000000001,90750.33333333334,1.2391867314568445,49.66341911008691,66.21789214678255,13775.284496916807,954.460898091342,1304.401262,1245000,13147970.412390955,1245000,.,487.5056614288985,635903,6715529.18004068,635903
Raleigh,67.57974999999999,75.46875,100625,1.188697239807107,56.85194491657635,75.80259322210179,18051.695497379867,1238.2323980039887,827.79291,1025000,22352194.20375848,1025000,.,839.8888074554782,695254,15161417.003843801,695254
Rochester,63.595000000000006,70.84,94453.33333333333,1.1972716138765835,53.116602166896,70.822136222528,15757.521826470158,974.5649637496106,764.443652,745000,15356728.687597588,745000,.,596.126344705391,455705,9393473.888029072,455705
Sacramento,56.873250000000006,65.68800000000002,87584.00000000001,1.396881747806089,40.71443419553863,54.28591226071817,9258.148734585107,1946.0452814625608,955.784543,1860000,18016776.660017926,1860000,.,727.9443940536712,695758,6739417.470656319,695758
Salt Lake City,78.085,86.65825,115544.33333333333,1.3909277673330938,56.138788680390554,74.85171824052074,17601.651619212622,1631.618994212552,597.565978,975000,28719189.111419436,975000,.,1202.6186671557798,718644,21168074.810037855,718644
San Antonio,64.078,74.42224999999999,99229.66666666664,1.2555532060267511,51.035670724602284,68.04756096613637,14547.052273351113,1373.6608426756356,1055.573512,1450000,19982716.084258012,1450000,.,697.1252988394427,735867,10141118.16329289,735867
San Diego,60.49575000000001,69.67275000000001,92897,1.3873822171543784,43.60424204087118,58.13898938782823,10619.029548728264,1455.9905696507528,2026.112024,2950000,15461206.881791042,2950000,.,586.5731933487602,1188463,6228838.072662382,1188463
San Francisco1,53.25075000000001,64.11825,85491,1.3779719461955984,38.64429181379085,51.5257224183878,8340.6145582416,4044.244551759617,1107.747057,4480000,33731484.98549553,4480000,.,1773.25047950906,1964313,14789998.764802162,1964313
San Jose1,63.71575,74.382,99176,1.369575739479599,46.52225369019038,62.02967158692051,12087.84371516372,2530.861251594073,673.683711,1705000,30592655.274032805,1705000,.,1384.3499327238446,932614,16733805.633863244,932614
Seattle,52.92875,63.23275000000001,84310.33333333334,1.3911691748531416,38.046235466356855,50.72831395514247,8084.454641304023,1255.1211285274092,2469.881137,3100000,10146969.832922157,3100000,.,637.5553772246167,1574686,5154287.52849189,1574686
South Florida,60.37500000000001,66.815,89086.66666666666,1.2273165367301029,49.19268843297348,65.59025124396464,13515.38624773471,1874.9988406660766,2890.668454,5420000,25341333.545656815,5420000,.,693.0583814369187,2003402,9366951.717349809,2003402
St. Louis,59.77125,67.5395,90052.66666666667,1.293200263777403,46.21963950533833,61.62618600711777,11931.099116384506,1031.684545690754,2146.974101,2215000,12309130.571478507,2215000,.,587.9684339983569,1262353,7015109.663339778,1262353
Tampa Bay,61.099500000000006,68.38475,91179.66666666666,1.261409388199902,48.43748633200854,64.58331510934471,13103.59737964467,1116.5255971867098,2077.87444,2320000,14630501.889601972,2320000,.,483.813160529565,1005303,6339692.862552814,1005303
Washington2,57.07450000000001,69.18974999999999,92252.99999999999,1.2644910226602037,45.13634258939074,60.18179011918765,11378.37063552187,1445.2558415588917,2996.00934,4330000,16444656.62841014,4330000,.,824.5034376294701,2470220,9381505.70361,2470220
