0.8333333333333334,Network Speed (congested) [km/h],Network Speed (freeflow) [km/h],50 Minute Distance,Circuity [ ],Average Airline Speed [km/h],Airline Radius [km],Area covered in $A$1$ hrs [km2],Urbanized area density [people/km2],Area [km2],Population,Accessibility,"MinPA,P",.,Employment Density,Employment,Employment Accessibility,"Min EA, E"
Louisville,63.47425000000001,71.28275000000001,59402.29166666668,1.3072061245298374,48.55718528922115,40.46432107435096,5143.922168546026,902.8520008323723,1013.455139,915000,4644200.421997775,915000,.,548.676481673058,556059,2822349.1174378805,556059
Memphis,67.41875,75.14675000000001,62622.29166666668,1.2518208107538271,53.85654993177616,44.880458276480134,6327.970391544333,999.4953890602725,1035.522536,1035000,6324777.228458488,1035000,.,536.1216011237055,555166,3392561.6181781497,555166
Milwaukee,65.688,72.49025,60408.54166666667,1.1682466585186182,56.22785181623795,46.856543180198294,6897.478633541702,1161.3700459353722,1261.441179,1465000,8010525.077474575,1465000,.,630.2925679263876,795077,4347429.520152391,795077
Minneapolis-St.Paul,55.74625,65.688,54740,1.2342826281339614,45.16489880788442,37.637415673237015,4450.301797230713,1090.234471481703,2316.01556,2525000,4851872.4278379,2525000,.,725.8496138946493,1681079,3230249.8412345774,1681079
Nashville,67.57975,75.87125,63226.04166666667,1.2809747773730242,52.75650324559088,43.963752704659065,6072.10657214844,891.8261097660705,1115.688349,995000,5415263.182324133,995000,.,651.3440788830895,726697,3955030.66211598,726697
New Orleans,56.14875000000001,67.137,55947.50000000001,1.3343557809401991,42.07929459445748,35.066078828714566,3862.99621153344,2146.791112478396,512.392656,1100000,8293045.934457703,1100000,.,898.5706461803777,460421,3471175.001989954,460421
New York,55.142500000000005,67.66025,56383.54166666667,1.213694116825805,45.433605745914896,37.86133812159575,4503.41314102357,2098.879805390713,8683.203275,18225000,9452122.89702553,9452122.89702553,.,941.2058823418481,8172682,4238638.938946962,4238638.938946962
Oklahoma City,69.02875,75.95175000000002,63293.125000000015,1.243847517949237,55.49615125960894,46.246792716340785,6719.131039848626,1048.044711192385,834.888045,875000,7041949.750121942,875000,.,575.9766269021136,480876,3870062.4320453024,480876
Orlando,58.16125,69.069,57557.50000000001,1.3227647345428062,43.96945917983108,36.641215983192566,4217.835408202708,1197.00744220421,1173.760455,1405000,5048780.373611074,1405000,.,800.1002214715096,939126,3374691.0442333617,939126
Philadelphia,59.77125,68.06275000000001,56718.95833333334,1.1733077141049333,50.94251855797007,42.45209879830839,5661.717623626574,1139.3097942572194,4660.716538,5310000,6450450.340916465,5310000,.,550.5520404596638,2565967,3117070.190194049,2565967
Phoenix,63.75600000000001,70.47775000000001,58731.45833333335,1.2802850434359947,49.79828541064056,41.498571175533804,5410.235384949666,1655.0541671588298,2069.418674,3425000,8954232.6191711,3425000,.,794.5956130866538,1644351,4298949.302647188,1644351
Pittsburgh,68.46525000000001,76.83725000000001,64031.04166666668,1.2648153813211274,54.13062729240892,45.10885607700743,6392.54068094285,822.1238464348299,2207.696575,1815000,5255460.133107862,1815000,.,483.8373226175794,1068166,3092949.767791346,1068166
Portland,60.938500000000005,71.44375000000001,59536.45833333334,1.4407046826983154,42.29770384716697,35.24808653930581,3903.2014354873645,1466.3827908170226,1227.510314,1800000,5723587.4140909705,1800000,.,771.7393403506668,947318,3012254.1010787943,947318
Providence,61.542249999999996,68.06275000000001,56718.95833333334,1.2335825315465978,49.88904141082617,41.57420117568847,5429.973363751066,954.460898091342,1304.401262,1245000,5182697.253377908,1245000,.,487.5056614288985,635903,2647142.7562367646,635903
Raleigh,67.57974999999999,75.46875,62890.625,1.205287459552572,56.06940441003759,46.72450367503133,6858.6598734085765,1238.2323980039887,827.79291,1025000,8492614.862144435,1025000,.,839.8888074554782,695254,5760511.661819871,695254
Rochester,63.595000000000006,70.84,59033.333333333336,1.2093921289472145,52.58426814416261,43.82022345346884,6032.523860736198,974.5649637496106,764.443652,745000,5879086.397657034,745000,.,596.126344705391,455705,3596146.398448723,455705
Sacramento,56.873250000000006,65.68800000000002,54740.000000000015,1.3967920476447633,40.71704882333651,33.930874019447096,3616.928853597818,1946.0452814625608,955.784543,1860000,7038707.328929823,1860000,.,727.9443940536712,695758,2632923.0826675035,695758
Salt Lake City,78.085,86.65825,72215.20833333334,1.3850097173055014,56.378665813198936,46.98222151099912,6934.52900433663,1631.618994212552,597.565978,975000,11314509.239393502,975000,.,1202.6186671557798,718644,8339594.028548415,718644
San Antonio,64.078,74.42224999999999,62018.541666666664,1.2913153607253793,49.622270398770006,41.351891998975006,5372.057375898024,1373.6608426756356,1055.573512,1450000,7379384.861877943,1450000,.,697.1252988394427,735867,3744997.1035555424,735867
San Diego,60.49575000000001,69.67275000000001,58060.62500000001,1.3933131344330476,43.41863182436467,36.18219318697056,4112.819490197551,1455.9905696507528,2026.112024,2950000,5988226.392403452,2950000,.,586.5731933487602,1188463,2412469.6620321977,1188463
San Francisco1,53.25075000000001,64.11825,53431.87500000001,1.4012673218427656,38.00184958996368,31.668207991636404,3150.625980942634,4044.244551759617,1107.747057,4480000,12741901.958059547,4480000,.,1773.25047950906,1964313,5586849.031460228,1964313
San Jose1,63.71575,74.382,61985.00000000001,1.4030034944504302,45.41382131407881,37.84485109506568,4499.491899477885,2530.861251594073,673.683711,1705000,11387589.700249994,1705000,.,1384.3499327238446,932614,6228871.308333695,932614
Seattle,52.92875,63.23275000000001,52693.95833333334,1.4185698685624268,37.31134516034645,31.09278763362204,3037.170646567088,1255.1211285274092,2469.881137,3100000,3812017.0494496045,3100000,.,637.5553772246167,1574686,1936364.477267613,1574686
South Florida,60.37500000000001,66.815,55679.166666666664,1.2404318709255826,48.672564302100305,40.56047025175025,5168.396642551071,1874.9988406660766,2890.668454,5420000,9690737.7128857,5420000,.,693.0583814369187,2003402,3582000.6117104497,2003402
St. Louis,59.77125,67.5395,56282.91666666667,1.3285645889956852,44.98934451142,37.491120426183336,4415.772716525064,1031.684545690754,2146.974101,2215000,4555684.468921788,2215000,.,587.9684339983569,1262353,2596334.9690279122,1262353
Tampa Bay,61.099500000000006,68.38475,56987.291666666664,1.270428052024559,48.09363261668507,40.07802718057089,5046.177741897525,1116.5255971867098,2077.87444,2320000,5634186.616782417,2320000,.,483.813160529565,1005303,2441407.201901385,1005303
Washington2,57.07450000000001,69.18974999999999,57658.12499999999,1.2769936789718903,44.69442640150794,37.24535533458995,4358.069146488575,1445.2558415588917,2996.00934,4330000,6298524.891880186,4330000,.,824.5034376294701,2470220,3593242.9927067608,2470220
