0.6666666666666666,Network Speed (congested) [km/h],Network Speed (freeflow) [km/h],40 Minute Distance,Circuity [ ],Average Airline Speed [km/h],Airline Radius [km],Area covered in $A$1$ hrs [km2],Urbanized area density [people/km2],Area [km2],Population,Accessibility,"MinPA,P",.,Employment Density,Employment,Employment Accessibility,"Min EA, E"
Columbus,73.17450000000001,79.77550000000001,53183.666666666664,1.1959404878863944,61.18573686665841,40.79049124443894,5227.1834717754955,1189.2536054091877,1030.05784,1225000,6216446.789944323,1225000,.,769.8305563112845,792970,4024045.5600180808,792970
Dallas-Fort Worth,53.894749999999995,63.393750000000004,42262.5,1.2625860685913481,42.68600085230602,28.457333901537346,2544.124100236084,1219.7404531385341,3644.217906,4445000,3103171.0828626263,3103171.0828626263,.,729.7741432040481,2659456,1856635.985454558,1856635.985454558
Denver,54.78025,64.11825,42745.5,1.3585032737296159,40.32397349298031,26.882648995320203,2270.3561792244177,1687.4292750883483,1291.905997,2180000,3831065.4817010113,2180000,.,885.413491892011,1143871,2010203.9924856962,1143871
Detroit,57.557500000000005,65.1245,43416.33333333333,1.2059623625482374,47.727443067442955,31.818295378295304,3180.5607199893593,1239.6159677445094,3267.140877,4050000,3942673.854879783,3942673.854879783,.,521.8829135906893,1705065,1659880.2954001473,1659880.2954001473
Grand Rapids,72.65,79.78,53186.666666666664,1.2427824351070944,58.45753685257028,38.97169123504685,4771.428044314286,900.1654252005198,666.544152,600000,4295074.554323854,600000,.,799.6064452756611,532973,3815264.617402746,532973
Hampton Roads,63.393750000000004,72.08775000000001,48058.50000000001,1.3015601427125245,48.705970565358484,32.47064704357232,3312.315970040211,1132.3576753929692,1364.40988,1545000,3750726.412001741,1545000,.,466.71825624716234,636795,1545918.3336767955,636795
Hartford,65.96974999999999,73.8185,49212.333333333336,1.2343532827288761,53.44478839490408,35.62985892993605,3988.210553517485,736.2670668721581,1215.591516,895000,2936388.086306905,895000,.,466.09078176554175,566576,1858868.1747345487,566576
Honolulu,61.743500000000004,74.74425,49829.49999999999,1.4322616900458065,43.109091326757,28.739394217838,2594.807185886143,1766.1211842313005,399.179856,705000,4582743.9399891235,705000,.,894.7946511609545,357184,2321819.5907249292,357184
Houston,58.40275000000001,69.59225,46394.833333333336,1.2834405439564254,45.50483485581929,30.336556570546193,2891.22865642498,1137.2032495246315,3354.721332,3815000,3287914.6232052213,3287914.6232052213,.,675.4802488017804,2266048,1952967.8521847825,1952967.8521847825
Indianapolis,54.53875,64.44025,42960.166666666664,1.217214506898558,44.806194545745115,29.870796363830074,2803.131521005334,747.1766498777703,1432.0576,1070000,2094434.4190315441,1070000,.,555.537710215008,795562,1557245.266610816,795562
Inland Empire2,60.173750000000005,67.82125,45214.16666666667,1.35986028467875,44.249950291191354,29.499966860794235,2733.9648643067303,1786.307024434233,1136.422783,2030000,4883700.641667497,2030000,.,966.10699505837,1097906,2641302.5796505394,1097906
Jacksonville,66.33200000000001,74.18075,49453.833333333336,1.3181635459497134,50.32152512775566,33.54768341850377,3535.6962243338085,978.150007077997,1063.231603,1040000,3458441.286857762,1040000,.,508.1602150232549,540292,1796700.1536143788,540292
Kansas City,63.43400000000001,69.552,46368,1.2592053557284943,50.37621521495294,33.58414347663529,3543.385681737775,1007.5137082249074,1513.627048,1525000,3570009.6478786673,1525000,.,613.5044965184845,928617,2173883.048645341,928617
Las Vegas,59.52975000000001,69.83375000000001,46555.83333333334,1.3200789561058746,45.09559805089835,30.063732033932233,2839.4593540403484,1897.3714766274206,740.498114,1405000,5387509.187399078,1405000,.,1137.2034365505488,842097,3229042.9353602855,842097
Los Angeles2,52.92875,66.0905,44060.333333333336,1.2436425461187828,42.55945582207885,28.372970548052567,2529.062063927981,2963.010761402072,4319.930311,12800000,7493638.111672343,7493638.111672343,.,1240.2952395682755,5357989,3136783.6384625924,3136783.6384625924
Louisville,63.47425000000001,71.28275000000001,47521.833333333336,1.3143591509138175,48.29292659914841,32.19528439943227,3256.3749432583922,902.8520008323723,1013.455139,915000,2940024.632981242,915000,.,548.676481673058,556059,1786696.3468753186,556059
Memphis,67.41875,75.14675000000001,50097.83333333334,1.2669879637731756,53.21183146777687,35.47455431185124,3953.518436740805,999.4953890602725,1035.522536,1035000,3951523.448087211,1035000,.,536.1216011237055,555166,2119566.63437757,555166
Milwaukee,65.688,72.49025,48326.833333333336,1.175179855107369,55.896124933147775,37.26408328876518,4362.452954258072,1161.3700459353722,1261.441179,1465000,5066422.187877597,1465000,.,630.2925679263876,795077,2749621.6749973763,795077
Minneapolis-St.Paul,55.74625,65.688,43792,1.2488143236567024,44.63934224966864,29.75956149977909,2782.293416258439,1090.234471481703,2316.01556,2525000,3033352.1921815407,2525000,.,725.8496138946493,1681079,2019526.6019328127,1681079
Nashville,67.57975,75.87125,50580.83333333333,1.2979029443773333,52.06841566448659,34.71227710965772,3785.43750740415,891.8261097660705,1115.688349,995000,3375952.005990814,995000,.,651.3440788830895,726697,2465622.3064296544,726697
New Orleans,56.14875000000001,67.137,44757.99999999999,1.3389833968635285,41.93386574585195,27.955910497234633,2455.258116859556,2146.791112478396,512.392656,1100000,5270926.304114538,1100000,.,898.5706461803777,460421,2206222.872606109,460421
New York,55.142500000000005,67.66025,45106.833333333336,1.222552045843428,45.10441922491543,30.069612816610288,2840.5703190091413,2098.879805390713,8683.203275,18225000,5962015.678360542,5962015.678360542,.,941.2058823418481,8172682,2673561.4934570636,2673561.4934570636
Oklahoma City,69.02875,75.95175000000002,50634.50000000001,1.2586490530021517,54.843524360783036,36.56234957385536,4199.698043902211,1048.044711192385,834.888045,875000,4401471.323516716,875000,.,575.9766269021136,480876,2418927.9133342,480876
Orlando,58.16125,69.069,46046,1.3357222696848219,43.54292154889637,29.028614365930913,2647.295885492486,1197.00744220421,1173.760455,1405000,3168832.87665109,1405000,.,800.1002214715096,939126,2118102.024283154,939126
Philadelphia,59.77125,68.06275000000001,45375.16666666667,1.1855169545716866,50.41787868954996,33.61191912636664,3549.2491951855127,1139.3097942572194,4660.716538,5310000,4043694.3703344082,4043694.3703344082,.,550.5520404596638,2565967,1954046.3865092034,1954046.3865092034
Phoenix,63.75600000000001,70.47775000000001,46985.16666666667,1.2881022315645838,49.496071381352436,32.99738092090162,3420.6513680520693,1655.0541671588298,2069.418674,3425000,5661363.301092129,3425000,.,794.5956130866538,1644351,2718034.570953035,1644351
Pittsburgh,68.46525000000001,76.83725000000001,51224.833333333336,1.2817943808930483,53.413598171883926,35.60906544792262,3983.5568956921925,822.1238464348299,2207.696575,1815000,3274977.1175784557,1815000,.,483.8373226175794,1068166,1927393.5029065064,1068166
Portland,60.938500000000005,71.44375000000001,47629.16666666667,1.456269971547138,41.84560637150203,27.897070914334684,2444.9336931686194,1466.3827908170226,1227.510314,1800000,3585208.6923511703,1800000,.,771.7393403506668,947318,1886851.5155670699,947318
Providence,61.542249999999996,68.06275000000001,45375.16666666667,1.2359886141697098,49.79192307636405,33.194615384242695,3461.665937298535,954.460898091342,1304.401262,1245000,3304024.7794061666,1245000,.,487.5056614288985,635903,1687581.7424086102,635903
Raleigh,67.57974999999999,75.46875,50312.5,1.2214655452556848,55.32677549726036,36.88451699817357,4274.034999349744,1238.2323980039887,827.79291,1025000,5292248.606397809,1025000,.,839.8888074554782,695254,3589714.1586268316,695254
Rochester,63.595000000000006,70.84,47226.666666666664,1.2194277529157018,52.15151110669882,34.76767407113255,3797.5294289746057,974.5649637496106,764.443652,745000,3700939.130286716,745000,.,596.126344705391,455705,2263807.3374057827,455705
Sacramento,56.873250000000006,65.68800000000002,43792.00000000001,1.400056122836252,40.62212155094571,27.081414367297135,2304.0534899056956,1946.0452814625608,955.784543,1860000,4483792.4222683245,1860000,.,727.9443940536712,695758,1677222.8215766482,695758
Salt Lake City,78.085,86.65825,57772.166666666664,1.3815334547515212,56.52052777400468,37.680351849336446,4460.461258404023,1631.618994212552,597.565978,975000,7277773.312161227,975000,.,1202.6186671557798,718644,5364233.973481839,718644
San Antonio,64.078,74.42224999999999,49614.83333333332,1.3117239067101567,48.85021891589181,32.56681261059454,3331.964634617712,1373.6608426756356,1055.573512,1450000,4576989.3477543825,1450000,.,697.1252988394427,735867,2322796.841630327,735867
San Diego,60.49575000000001,69.67275000000001,46448.5,1.4002313458230131,43.2041106496173,28.8027404330782,2606.25853127374,1455.9905696507528,2026.112024,2950000,3794687.8436063873,2950000,.,586.5731933487602,1188463,1528761.3893816874,1188463
San Francisco1,53.25075000000001,64.11825,42745.5,1.4139365512475086,37.66134339834214,25.107562265561427,1980.4275967572678,4044.244551759617,1107.747057,4480000,8009333.518339972,4480000,.,1773.25047950906,1964313,3511794.1855828003,1964313
San Jose1,63.71575,74.382,49588,1.4014142336739903,45.465322435723266,30.310214957148844,2886.2098559455703,2530.861251594073,673.683711,1705000,7304596.6883815555,1705000,.,1384.3499327238446,932614,3995524.4199051475,932614
Seattle,52.92875,63.23275000000001,42155.16666666667,1.43645368206512,36.84681981803054,24.564546545353693,1895.6902476803307,1255.1211285274092,2469.881137,3100000,2379320.8830069406,2379320.8830069406,.,637.5553772246167,1574686,1208607.5109608602,1208607.5109608602
South Florida,60.37500000000001,66.815,44543.33333333333,1.2494539986202935,48.32110671274729,32.214071141831525,3260.1764022239404,1874.9988406660766,2890.668454,5420000,6112826.974536789,5420000,.,693.0583814369187,2003402,2259492.580524161,2003402
St. Louis,59.77125,67.5395,45026.333333333336,1.3484888260380745,44.324616449074206,29.5497442993828,2743.1990838472793,1031.684545690754,2146.974101,2215000,2830116.100558273,2215000,.,587.9684339983569,1262353,1612914.469475412,1262353
Tampa Bay,61.099500000000006,68.38475,45589.83333333333,1.2770054812680482,47.8459183584154,31.897278905610268,3196.370724705756,1116.5255971867098,2077.87444,2320000,3568829.7322322107,2320000,.,483.813160529565,1005303,1546446.2225440678,1005303
Washington2,57.07450000000001,69.18974999999999,46126.49999999999,1.290355289731063,44.231616248805025,29.487744165870016,2731.699811201403,1445.2558415588917,2996.00934,4330000,3948005.1095241494,3948005.1095241494,.,824.5034376294701,2470220,2252295.8849073313,2252295.8849073313
