0.8333333333333334,Network Speed (congested) [km/h],Network Speed (freeflow) [km/h],50 Minute Distance,Circuity [ ],Average Airline Speed [km/h],Airline Radius [km],Area covered in $A$1$ hrs [km2],Urbanized area density [people/km2],Area [km2],Population,Accessibility,"MinPA,P",.,Employment Density,Employment,Employment Accessibility,"Min EA, E",,,,,Accessibility Ratio
Pittsburgh,59.80744482262588,71.24156349899795,59367.96958249829,1.2648153813211274,47.285513527006366,39.40459460583864,4878.020267186904,739.5753515526226,2344.389921,1733853,3607663.5539855724,1733853,.,439.74681462555225,1030938,2145093.874174326,1030938,,,,,0.5945936593240604
Portland,58.33103065050781,69.29589065244727,57746.57554370606,1.4407046826983154,40.48784692034098,33.739872433617485,3576.3230777553867,1362.0759506608479,1358.145997,1849898,4871223.656003998,1849898,.,641.1637643695827,870794,2293008.7671354557,870794,,,,,0.47072541296871506
Providence,61.333480923569354,68.9471086871926,57455.92390599383,1.2335825315465978,49.71980338167793,41.43316948473161,5393.195775764487,843.6559568888318,1411.660749,1190956,4550001.742891394,1190956,.,418.3023438303448,590501,2255986.4337381995,590501,,,,,0.49582100430242604
Raleigh,70.88814311356755,80.32960797886341,66941.33998238618,1.205287459552572,58.814304049826184,49.01192004152182,7546.6343033075855,659.394274407944,1341.975559,884891,4976207.450651605,884891,.,305.9794921346999,410617,2309115.33145236,410617,,,,,0.4640311631602085
Rochester,64.0446957598947,72.19612416499113,60163.43680415928,1.2093921289472145,52.95610433288177,44.13008694406815,6118.140397834068,857.4454035556953,840.370707,720572,5245971.362431235,720572,.,493.93082902876574,415085,3021938.158816564,415085,,,,,0.5760493052741433
Sacramento,69.85125988721772,81.45538801610311,67879.49001341927,1.3967920476447633,50.008345913050704,41.673621594208925,5455.974860217063,1413.0147860308737,1219.827292,1723634,7709373.149699439,1723634,.,509.14420760475986,621068,2777877.996916707,621068,,,,,0.36032475571960176
Salt Lake City,64.533357950474,73.63082092404174,61359.017436701455,1.3850097173055014,46.59415536522147,38.828462804351226,4736.420667997652,1418.9468389746553,719.719,1021243,6720729.134909494,1021243,.,731.0589271646295,526157,3462602.6121467417,526157,,,,,0.5152123441727385
San Antonio,70.32926978564988,78.44122099660329,65367.68416383607,1.2913153607253793,54.463279787939136,45.38606648994928,6471.351097906909,1136.9073371227814,1546.484874,1758210,7357326.544307931,1758210,.,464.39186834232174,718175,3005242.8270561243,718175,,,,,0.40846940922870417
San Diego,74.20890235679654,85.35836948386564,71131.97456988804,1.3933131344330476,53.26074987945395,44.38395823287829,6188.735675273538,1558.6954968295993,1896.936256,2956746,9646354.428117553,2956746,.,580.5803945791629,1101324,3593058.6002964526,1101324,,,,,0.37247839347715356
San Francisco1,72.54220040456146,85.18341725224566,70986.18104353805,1.4012673218427656,51.76899459067049,43.14082882555874,5846.915828060557,2419.4675820015173,1356.171095,3281212,14146423.300684076,3281212,.,1303.5176804148005,1767793,7621558.15777408,1767793,,,,,0.5387622012841596
San Jose1,67.91398003597122,78.19454265262493,65162.11887718745,1.4030034944504302,48.4061374790615,40.33844789921792,5111.969340400525,2247.211920874815,740.693828,1664496,11487678.440894624,1664496,.,1157.0664795656971,857032,5914888.368345014,857032,,,,,0.5148897924657073
Seattle,59.237163329958236,69.52987656850078,57941.563807083985,1.4185698685624268,41.75836851094895,34.79864042579079,3804.2970955174383,1169.1810890127867,2616.697301,3059393,4447912.2210652605,3059393,.,548.6931940699853,1435764,2087391.9245306314,1435764,,,,,0.4692970141462701
South Florida,59.3962086848502,72.01367449916108,60011.39541596757,1.2404318709255826,47.88349128802219,39.90290940668516,5002.176332653299,1715.2084870415904,3207.994271,5502379,8579775.299445515,5502379,.,567.6160386135552,1820909,2839315.514387147,1820909,,,,,0.3309312208410217
St. Louis,55.946693712217225,67.15525630651524,55962.7135887627,1.3285645889956852,42.110631410483066,35.092192842069224,3868.7519675525687,899.0472029916936,2392.205874,2150706,3478190.635496748,2150706,.,488.93826936569087,1169641,1891580.8916202644,1169641,,,,,0.5438404877282158
Tampa Bay,65.03700942892235,76.22383170739074,63519.859756158956,1.270428052024559,51.19298910731632,42.66082425609694,5717.528751710716,985.1457564595692,2478.587543,2441770,5632599.187183389,2441770,.,376.1138082989228,932231,2150441.5128645035,932231,,,,,0.38178493469900937
Washington2,60.64773014173051,74.54500532214232,62120.83776845194,1.2769936789718903,47.49258445081584,39.5771537090132,4920.837095214986,1339.8831695910785,3423.26115,4586770,6593346.804178012,4586770,.,692.4774056457832,2370531,3407568.5053000054,2370531,,,,,0.5168192431711204
