0.6666666666666666,Network Speed (congested) [km/h],Network Speed (freeflow) [km/h],40 Minute Distance,Circuity [ ],Average Airline Speed [km/h],Airline Radius [km],Area covered in $A$1$ hrs [km2],Urbanized area density [people/km2],Area [km2],Population,Accessibility,"MinPA,P",.,Employment Density,Employment,Employment Accessibility,"Min EA, E",,,,,Accessibility Ratio
Raleigh,70.88814311356755,80.32960797886341,53553.07198590894,1.2214655452556848,58.03531944794137,38.69021296529424,4702.752394047543,659.394274407944,1341.975559,884891,3100968.002593201,884891,.,305.9794921346999,410617,1438945.7891659113,410617,,,,,0.4640311631602084
Rochester,64.0446957598947,72.19612416499113,48130.74944332742,1.2194277529157018,52.52028716482891,35.0135247765526,3851.4258290124444,857.4454035556953,840.370707,720572,3302387.374222404,720572,.,493.93082902876574,415085,1902337.952666918,415085,,,,,0.5760493052741433
Sacramento,69.85125988721772,81.45538801610311,54303.59201073541,1.400056122836252,49.89175701450605,33.26117134300403,3475.561291457648,1413.0147860308737,1219.827292,1723634,4911019.494586215,1723634,.,509.14420760475986,621068,1769561.89972098,621068,,,,,0.36032475571960176
Salt Lake City,64.533357950474,73.63082092404174,49087.213949361154,1.3815334547515212,46.71139720035284,31.140931466901893,3046.5833915894996,1418.9468389746553,719.719,1021243,4322939.873168604,1021243,.,731.0589271646295,526157,2227231.985772998,526157,,,,,0.5152123441727386
San Antonio,70.32926978564988,78.44122099660329,52294.14733106886,1.3117239067101567,53.61590912987004,35.74393941991336,4013.790525239103,1136.9073371227814,1546.484874,1758210,4563307.8978182385,1758210,.,464.39186834232174,718175,1863971.681150496,718175,,,,,0.4084694092287042
San Diego,74.20890235679654,85.35836948386564,56905.57965591043,1.4002313458230131,52.99760113081801,35.331734087212006,3921.7488610726905,1558.6954968295993,1896.936256,2956746,6112812.289450613,2956746,.,580.5803945791629,1101324,2276890.5012019654,1101324,,,,,0.37247839347715356
San Francisco1,72.54220040456146,85.18341725224566,56788.944834830436,1.4139365512475086,51.305131295006035,34.20342086333736,3675.267560113107,2419.4675820015173,1356.171095,3281212,8892190.716875475,3281212,.,1303.5176804148005,1767793,4790776.2448624,1767793,,,,,0.5387622012841596
San Jose1,67.91398003597122,78.19454265262493,52129.69510174995,1.4014142336739903,48.46103200901982,32.30735467267988,3279.084977409923,2247.211920874815,740.693828,1664496,7368798.850797102,1664496,.,1157.0664795656971,857032,3794119.311008463,857032,,,,,0.5148897924657074
Seattle,59.237163329958236,69.52987656850078,46353.25104566719,1.43645368206512,41.238477835773885,27.49231855718259,2374.5023716077567,1169.1810890127867,2616.697301,3059393,2776223.268699802,2776223.268699802,.,548.6931940699853,1435764,1302873.2906042153,1302873.2906042153,,,,,0.4692970141462702
South Florida,59.3962086848502,72.01367449916108,48009.11633277406,1.2494539986202935,47.537731481461755,31.69182098764117,3155.326180892709,1715.2084870415904,3207.994271,5502379,5412042.244851703,5412042.244851703,.,567.6160386135552,1820909,1791013.7473319578,1791013.7473319578,,,,,0.3309312208410217
St. Louis,55.946693712217225,67.15525630651524,44770.17087101016,1.3484888260380745,41.488437005882595,27.65895800392173,2403.374796285743,899.0472029916936,2392.205874,2150706,2160747.3883414282,2150706,.,488.93826936569087,1169641,1175101.913533071,1169641,,,,,0.5438404877282159
Tampa Bay,65.03700942892235,76.22383170739074,50815.88780492716,1.2770054812680482,50.92931109766383,33.952874065109214,3621.6206511900346,985.1457564595692,2478.587543,2441770,3567824.216026204,2441770,.,376.1138082989228,932231,1362141.5353331086,932231,,,,,0.38178493469900937
Washington2,60.64773014173051,74.54500532214232,49696.670214761536,1.290355289731063,47.00079941112247,31.333866274081647,3084.4507767350274,1339.8831695910785,3423.26115,4586770,4132803.6831793925,4132803.6831793925,.,692.4774056457832,2370531,2135912.4717155923,2135912.4717155923,,,,,0.5168192431711204
