0.5,Network Speed (congested) [km/h],Network Speed (freeflow) [km/h],30 min Distance [m],Circuity [ ],Average Airline Speed [km/h],Airline Radius [km],Area covered in $A$1$ hrs [km2],Urbanized area density [people/km2],Area [km2],Population,Accessibility,"MinPA,P",.,Employment Density,Employment,Employment Accessibility,"Min EA, E"
Honolulu,61.85177096411715,73.60360744729941,30925.885482058577,1.4544181586782163,42.52681431063017,21.263407155315086,1420.416089720963,2328.0373051224947,359.2,836231,3306781.6456666226,836231,.,1218.034521158129,437518,1730115.8316885754,437518
Houston,61.86592987183512,73.62045654748378,30932.96493591756,1.3069331450221904,47.33672116853743,23.668360584268715,1759.8928498988341,951.0379431344899,3049.3,2900000,1673724.8761048827,1673724.8761048827,.,577.114747647001,1759796,1015660.117955127,1015660.117955127
Indianapolis,66.18181659192213,78.0945435784681,33090.90829596107,1.2187474904953295,54.30314081305241,27.151570406526204,2316.0065318074635,778.1620553359684,1214.4,945000,1802228.4029628236,945000,.,514.6335638998682,624971,1191894.6954794484,624971
Inland Empire2,65.10221093956217,72.91447625230963,32551.105469781083,1.333861277971942,48.8073325275221,24.40366626376105,1870.9407183450398,1078.3820073850286,1191.6,1285000,2017588.8075473115,1285000,.,643.6329305135952,766953,1204199.057365629,766953
Jacksonville,55.540281389808555,57.20648983150281,27770.14069490428,1.3294690524529627,41.77628752420591,20.888143762102956,1370.722584388581,547.5701574264202,1314.9,720000,750566.7813216049,720000,.,337.5785230816031,443882,462726.50559249526,443882
Kansas City,63.2199184408059,65.11651599403008,31609.95922040295,1.2763607033146633,49.53138895347218,24.76569447673609,1926.8632535054123,587.9073539100907,1973.1,1160000,1132817.0767149553,1132817.0767149553,.,390.9122700319295,771309,753234.48846891,753234.48846891
Las Vegas,58.291697709553844,60.04044864084045,29145.848854776923,1.347998572923118,43.243144970954255,21.621572485477127,1468.670679222365,1175.4827875734677,595.5,700000,1726397.1040397238,700000,.,623.2208228379513,371128,915306.1491829351,371128
Los Angeles2,48.11622779676405,49.559714630666974,24058.113898382024,1.2574820774863131,38.26394718320569,19.131973591602843,1149.9247412580933,2243.04205212814,5091.3,11420000,2579329.551424474,2579329.551424474,.,1186.7479818513934,6042090,1364670.8659690279,1364670.8659690279
Louisville,62.48721285155351,64.98670136561566,31243.606425776754,1.3369233725771599,46.739561992321356,23.369780996160678,1715.7703468033983,1106.8597977589507,731.8,810000,1899117.219063614,810000,.,610.6531839300355,446876,1047740.6251682364,446876
Memphis,65.30803220505597,67.9203534932582,32654.01610252798,1.290847678474549,50.593136040832725,25.296568020416363,2010.3565154180194,973.6216460998529,883.3,860000,1957326.6197888565,860000,.,507.457262538209,448237,1020170.014039881,448237
Milwaukee,64.48552107198695,67.06494191486644,32242.760535993475,1.195432722588013,53.94324569966692,26.97162284983346,2285.4095041635665,927.6018099547512,1326,1230000,2119949.992549915,1230000,.,582.7692307692307,772752,1331866.3387340906,772752
Minneapolis-St.Paul,63.564185114523426,66.10675251910436,31782.092557261712,1.264148984854071,50.28219448505989,25.141097242529945,1985.7214557055563,730.0860847771603,2753.1,2010000,1449747.603054073,1449747.603054073,.,474.96422214957687,1307624,943146.646614915,943146.646614915
Nashville,63.73443651931945,66.28381398009223,31867.218259659727,1.321657282390354,48.22311908579592,24.11155954289796,1826.4192499978933,451.2058776553266,1252.2,565000,824091.1006618829,565000,.,395.8768567321514,495717,723037.1117642594,495717
New Orleans,62.63669301231881,65.14216073281156,31318.346506159403,1.334391541452087,46.94026533183615,23.470132665918076,1730.5372885520057,1501.072194424589,699.5,1050000,2597661.4052603375,1050000,.,735.8484631879915,514726,1273413.2042705072,514726
New York,59.42988867805861,62.40138311196155,29714.944339029305,1.263310125991168,47.04299241758321,23.521496208791604,1738.1200142201915,2072.731059077716,7683.1,15925000,3602655.3378787925,3602655.3378787925,.,1112.89362366753,8550473,1934342.6809945675,1934342.6809945675
Oklahoma City,69.71442539828774,72.50300241421925,34857.21269914387,1.2750009602571852,54.67793952423799,27.338969762118996,2348.086880413448,411.8665313675163,1675.3,690000,967098.3987854589,690000,.,268.6814301916075,450122,630887.3412436352,450122
Orlando,58.78311324728174,61.72226890964583,29391.55662364087,1.3376145866573186,43.94622624008607,21.973113120043035,1516.8165399281083,841.4049505919186,1022.1,860000,1276256.9458352148,860000,.,545.3947754622835,557448,827263.8162115684,557448
Philadelphia,63.17625705355521,66.96683247676853,31588.128526777607,1.2022800918654142,52.54703748403022,26.27351874201511,2168.634456701871,1518.9201737803867,3015.3,4580000,3293982.62583974,3293982.62583974,.,926.9117500746194,2794917,2010132.7595336526,2010132.7595336526
Phoenix,62.02920484038443,65.13066508240365,31014.602420192216,1.2936940628378486,47.94735217715779,23.973676088578895,1805.5899931058027,987.2876940710638,1919.4,1895000,1782636.7807312158,1782636.7807312158,.,519.1700531416067,996495,937408.2526726928,937408.2526726928
Pittsburgh,65.42916793409438,68.70062633079911,32714.58396704719,1.297814577570683,50.41488134350294,25.20744067175147,1996.2153008750236,883.2870186581977,2015.2,1780000,1763231.0617097765,1763231.0617097765,.,474.4710202461294,956154,947146.3104371066,947146.3104371066
Portland,65.14077091573358,68.39780946152027,32570.385457866792,1.429386472105842,45.57253911866468,22.78626955933234,1631.1591407210133,1184.1974325803562,1004.9,1190000,1931614.466571804,1190000,.,720.9991043884963,724532,1176064.2795749598,724532
Providence,70.3388720650424,75.26259310959537,35169.4360325212,1.2504642611124295,56.25020582552916,28.12510291276458,2485.067062594677,1415.4601861427093,773.6,1095000,3517513.486997377,1095000,.,704.0692864529473,544668,1749659.3935487557,544668
Raleigh,68.77871409522666,74.2810112228448,34389.35704761333,1.241440714450638,55.402334799098796,27.701167399549398,2410.7158106135325,1097.213078779899,455.7,500000,2645068.916626654,500000,.,877.1143296028089,399701,2114473.3820891804,399701
Rochester,70.51493653768364,78.27157955682884,35257.46826884182,1.230001877312941,57.32912919753455,28.664564598767274,2581.3124232103833,1079.136690647482,569.9,615000,2785588.9459104855,615000,.,844.8271626601158,481467,2180762.850440136,481467
Sacramento,61.557786724694,68.32914326441035,30778.893362347,1.4421055990573115,42.68604654536647,21.343023272683237,1431.0728701504431,1272.1174973979414,864.7,1100000,1820492.838169871,1100000,.,793.2751243205736,685945,1135234.5089803927,685945
Salt Lake City,65.14395936703976,73.61267408475491,32571.97968351988,1.3440889544483587,48.4670000087726,24.2335000043863,1844.939626297086,1215.620726333384,658.1,800000,2242746.848560506,800000,.,728.3665096489894,479338,1343792.2361191195,479338
San Antonio,68.13115721225047,77.66951922196553,34065.57860612524,1.380428163161324,49.355090710568405,24.677545355284202,1913.1710047186089,1031.2913177611283,1134.5,1170000,1973036.6465586359,1170000,.,501.6738651388277,569149,959787.8926087188,569149
San Diego,59.33004339689815,68.22954990643287,29665.021698449073,1.40534651639552,42.217376785527485,21.108688392763742,1399.8205679528432,1283.9160839160838,1787.5,2295000,1797252.1417912028,1797252.1417912028,.,688.3613986013986,1230446,963582.4439470234,963582.4439470234
San Francisco1,53.93632527694484,62.02677406848657,26968.162638472422,1.4029569815109362,38.4447463377368,19.2223731688684,1160.817323876282,1623.3049162948894,2263.9,3675000,1884360.4687686455,1884360.4687686455,.,870.3507222050443,1970387,1010318.1961838489,1010318.1961838489
San Jose1,57.58663731743308,66.80049928822237,28793.31865871654,1.4092016414676893,40.86472483629551,20.432362418147754,1311.5566060222359,1608.4873374401095,876.6,1410000,2109622.193122693,1410000,.,1079.5836185261237,946363,1415935.026631327,946363
Seattle,57.751551670614234,67.56931545461865,28875.77583530712,1.4286042358546414,40.42515780170932,20.21257890085466,1283.4924818746626,1477.6384054639784,1522.7,2250000,1896537.7843422808,1896537.7843422808,.,859.2224338346358,1308338,1102805.5340848048,1102805.5340848048
South Florida,57.26708654428858,59.557770006060125,28633.543272144292,1.257743682918944,45.53160339584007,22.765801697920036,1628.2300658728684,4280.709437267353,913.4,3910000,6969979.809024431,3910000,.,1616.0335012042917,1476085,2631274.334118626,1476085
St. Louis,65.02916552345445,79.98587359384898,32514.582761727226,1.3390167731884297,48.56486253611955,24.282431268059774,1852.3975970623594,1039.2364793213148,1886,1960000,1925079.15707435,1925079.15707435,.,606.7529162248144,1144336,1123947.6440254252,1123947.6440254252
Tampa Bay,57.77265252370572,71.06036260415804,28886.32626185286,1.2955984531690132,44.591480008635955,22.295740004317977,1561.6857782831216,1022.1667558091162,1682.7,1720000,1596303.2855808933,1596303.2855808933,.,543.5971949842515,914711,848928.0085215026,848928.0085215026
Washington2,57.16639723788157,76.03130832638249,28583.198618940783,1.3445230318825292,42.51797543240315,21.258987716201574,1419.8257054971227,1267.0644976702363,2446.6,3100000,1799010.7443150007,1799010.7443150007,.,905.0723452955122,2214350,1285044.981185136,1285044.981185136
,,,,,,,,,,,,,,,,,
